v_id,p_id,is_cs,dispatch_t,meeting_t,delivery_t,profit,SoC
6,30,False,70,674,1712,5.669820775382683,30.699103876913412
4,31,False,90,461,2409,14.085987132894822,25.72993566447412
0,32,False,130,444,1170,6.393685645509508,31.918428227547547
20,33,False,150,758,1522,3.8567353244018925,32.433676622009465
19,34,False,190,585,1283,5.338316788125399,31.791583940626985
30,35,False,250,601,1672,8.704377685834542,31.921888429172693
48,36,False,390,724,2001,9.73739699716947,28.186984985847346
36,37,False,400,705,2108,11.595010373801202,31.125051869006008
44,38,False,440,686,1199,5.781607237498157,33.75803618749079
49,39,False,480,822,1741,7.6783976168570724,32.29198808428536
32,40,False,500,847,2043,9.778055538209006,32.19027769104505
67,41,False,550,813,2206,11.53694930395892,29.18474651979461
34,42,False,600,817,1936,9.937391704119225,29.536958520596116
9,43,False,690,889,1944,10.130740480594227,32.05370240297114
61,44,False,730,1071,2662,12.458210101491433,29.991050507457167
72,45,False,740,925,2910,16.821016351588412,28.65508175794209
27,46,False,760,923,3171,18.689163262010005,26.69581631005004
68,47,False,850,1016,2127,11.122642042308355,33.21321021154178
62,48,False,860,963,1467,7.13709539607477,33.735476980373846
116,49,False,860,982,1219,4.985549175756799,34.32774587878399
37,50,False,940,1103,1887,8.636202460836564,33.381012304182825
56,51,False,1160,1286,2080,8.754857700939061,31.674288504695305
160,52,False,1250,1493,4538,23.433043300593326,23.415216502966622
174,53,False,1310,1723,2390,5.085005390930386,32.675026954651926
147,54,False,1390,1593,2506,8.752367080554993,30.911835402774965
194,55,False,1400,1539,2276,8.527789832607665,33.388949163038326
52,56,False,1490,1746,2533,7.640392389174934,32.90196194587467
163,57,False,1500,1778,3732,15.565085573157077,28.275427865785385
115,58,False,1570,1721,2456,8.087978754705347,31.889893773526726
168,59,False,1580,1682,2353,8.660795685284192,34.80397842642097
137,60,False,1710,2004,2820,7.632935273909962,33.614676369549805
94,61,False,1720,1924,3024,10.635768415723861,33.07884207861929
109,62,False,2050,2164,2781,7.681333609988992,32.60666804994496
65,63,False,2090,2325,3777,12.634230304131385,30.97115152065693
189,64,False,2120,2395,3513,10.042776099055754,32.96388049527877
113,65,False,2350,2780,3699,6.472205607144389,30.66102803572194
262,66,False,2380,2426,3030,8.811975330780315,35.40987665390157
269,67,False,2530,2672,3602,9.603354689968162,31.466773449840808
40,68,False,2540,2546,4362,16.971896895828987,27.059484479144928
154,69,False,2600,2673,3496,9.509511885930742,31.6975594296537
251,70,False,2630,2650,4543,17.820995648077144,29.004978240385714
347,71,False,2640,2768,3433,8.313281682419065,34.56640841209533
185,72,False,2690,3060,3534,4.286724457678867,33.98362228839433
200,73,False,2730,2846,3214,6.397007664096305,35.935038320481524
379,74,False,2780,2815,4305,14.971555693063852,31.157778465319257
351,75,False,2830,3199,3523,3.30373286211521,34.86866431057605
125,76,False,2850,2937,4425,14.50962255122788,31.54811275613939
252,77,False,2860,2925,3321,6.690515353654195,33.80257676827098
396,78,False,2900,3128,3863,7.531436278998489,32.957181394992446
326,79,False,2910,3028,4747,15.486634215963127,28.983171079815627
137,80,False,2920,3103,3671,6.051935273909961,29.859676369549806
28,81,False,3030,3108,3780,8.819678315812151,34.34839157906075
213,82,False,3100,3335,3927,6.379052502010115,33.14526251005058
370,83,False,3290,3593,6929,24.665857479426837,21.229287397134208
471,84,False,3440,3549,4066,7.422310881751361,34.961554408756804
60,85,False,3460,3643,4141,6.399828516633958,34.29914258316978
31,86,False,3540,3655,4752,11.38199088455302,32.459954422765094
449,87,False,3570,3740,4814,10.324859125097309,30.87429562548653
295,88,False,3730,3938,4446,6.22930580938326,34.296529046916305
298,89,False,3780,3935,4674,8.672875361888009,34.91437680944005
495,90,False,3820,3995,5218,11.342148057758132,30.360740288790662
216,91,False,3880,3994,4820,9.76395232129754,34.9197616064877
491,92,False,3890,4003,4889,10.179708401587451,34.59854200793726
210,93,False,3900,4033,4795,8.655787031781072,32.778935158905355
239,94,False,3940,4138,5569,12.951884744343154,31.50942372171577
99,95,False,3990,4067,4427,6.311275410451806,33.90637705225904
63,96,False,4010,4172,5160,10.308957597694588,33.74478798847295
202,97,False,4210,4326,7626,26.28064576777453,21.353228838872653
66,98,False,4360,4395,6300,17.3295483358883,26.797741679441508
354,99,False,4400,4446,5353,10.816752403591602,33.633762017958006
321,100,False,4470,4540,5786,12.624001824726424,30.670009123632116
44,102,False,4490,4623,5141,6.300607237498158,30.50303618749079
279,101,False,4490,4758,4938,3.5173747426253303,36.48687371312665
407,103,False,4610,4711,5175,7.453625860927302,36.7681293046365
84,104,False,4650,4785,5286,6.874007920930451,34.12003960465225
308,105,False,4660,4906,5521,6.255087651131358,32.17543825565679
368,106,False,4690,4729,6549,17.1779825152718,29.539912576358994
138,107,False,4730,4867,5401,7.5064778538243715,36.13238926912186
458,108,False,4810,4904,6693,16.502655379658098,30.16327689829047
161,109,False,4830,4934,5562,8.529951455805707,35.94975727902853
12,110,False,4860,4927,5447,8.228142740620807,36.79071370310403
108,112,False,4870,5067,5213,3.929012544240954,36.29506272120477
179,113,False,4870,4894,5491,8.941199775284913,35.205998876424566
213,111,False,4870,4999,5284,4.645052502010115,31.075262510050575
143,114,False,4900,5017,6344,12.718623554252012,30.34311777126006
453,115,False,4930,5073,5334,5.484944426947519,36.924722134737586
335,116,False,4960,5002,6557,15.54810175381644,31.890508769082196
464,117,False,5000,5249,6023,7.792510376403346,33.812551882016734
256,118,False,5020,5159,5802,8.077139059487251,34.83569529743626
340,119,False,5080,5226,6105,9.281421386704075,32.007106933520376
184,120,False,5100,5262,5761,6.345174075286071,32.925870376430346
232,121,False,5110,5120,7028,17.589216332472404,26.746081662362002
220,122,False,5120,5348,5860,6.159360678541368,34.74680339270684
28,123,False,5130,5367,7470,16.01967831581215,22.64839157906075
414,124,False,5170,5292,6753,13.917879134444245,31.389395672221227
176,126,False,5230,5442,6078,7.31137294167945,34.906864708397244
482,125,False,5230,5348,5641,5.98445664846084,36.92228324230419
262,127,False,5260,5499,6160,6.431975330780314,30.90987665390157
425,128,False,5340,5471,6682,12.244476543540072,33.17238271770037
401,129,False,5390,5475,6169,8.791382196399733,33.75691098199866
252,130,False,5430,5565,6332,7.978515353654197,29.292576768270983
70,131,False,5520,5604,6684,11.53018622045859,32.350931102292954
216,132,False,5550,5716,6604,8.67995232129754,29.649761606487697
453,133,False,5590,5774,6294,6.380944426947517,33.40472213473758
351,134,False,5620,5942,6455,4.40873286211521,30.69366431057605
223,135,False,5630,5725,6602,9.977997249167235,33.039986245836175
106,136,False,5640,5797,7223,13.078999997144834,30.294999985724168
32,137,False,5670,6009,6496,3.5020555382090093,28.060277691045048
46,139,False,5690,5831,6251,6.406949399104438,35.234746995522194
334,138,False,5690,5729,6325,8.396309243799958,33.231546218999796
52,140,False,5750,6014,6716,5.934392389174932,28.071961945874666
110,141,False,5810,5986,6222,5.058947213282345,37.394736066411724
152,143,False,5830,6203,7003,6.081366660038734,30.406833300193668
228,142,False,5830,5883,6308,7.291061426869666,35.055307134348325
305,144,False,5880,6093,6385,4.723123452027501,35.41561726013751
469,145,False,5880,6043,6636,7.304401336445274,34.07200668222637
422,146,False,5940,5985,7281,13.484246314830493,31.771231574152456
301,147,False,5950,6099,6930,9.192055530364595,33.610277651822976
92,148,False,5970,6165,7699,13.526214633077952,30.231073165389752
338,149,False,5990,6084,7154,11.02779480264383,30.68897401321916
114,152,False,6000,6219,7010,7.711909588982526,31.20954794491263
339,151,False,6000,6096,7331,12.344171176918472,30.970855884592364
389,150,False,6000,6275,7024,7.094291720312357,32.57145860156179
215,153,False,6070,6170,6554,6.2390005009482845,33.74500250474142
475,154,False,6070,6311,7123,8.196578435387767,33.932892176938836
343,155,False,6080,6456,7521,8.193381254319798,30.86690627159899
18,156,False,6110,6257,7088,9.314169081283811,34.12084540641905
133,157,False,6110,6483,7085,4.980175498170323,32.600877490851616
428,158,False,6130,6268,7090,9.372583292221028,34.31291646110514
336,159,False,6150,6349,6883,6.3379337794094015,33.38966889704702
380,160,False,6160,6376,7547,11.011327576510181,32.85663788255091
249,161,False,6270,6390,7045,7.973729484124155,32.91864742062078
470,162,False,6280,6478,8646,17.701914858812568,26.55957429406283
491,163,False,6290,6594,7175,5.014708401587452,30.173542007937257
172,164,False,6300,6419,6902,7.330297565828419,36.3014878291421
0,165,False,6310,6472,7058,6.06568564550951,28.17842822754755
205,166,False,6310,6334,7518,13.069262253666448,32.99631126833224
148,167,False,6320,6519,8860,19.001553762774748,26.457768813873706
46,168,False,6340,6590,7296,6.58094939910444,30.454746995522193
118,169,False,6350,6503,6889,5.690557099825062,33.552785499125314
352,170,False,6360,6500,7574,11.197383478730918,33.736917393654586
361,171,False,6380,6708,8015,10.467427746581038,30.387138732905182
108,172,False,6430,6631,6992,4.9870125442409545,33.48506272120477
319,173,False,6500,6696,7377,7.525736502750833,33.42868251375416
183,174,False,6510,6534,7743,13.367730371550877,33.53865185775438
64,175,False,6520,6597,7049,7.022654472894747,33.86327236447374
47,176,False,6560,6626,7153,7.835009857440914,34.47504928720458
406,177,False,6570,6789,7202,5.732391546868187,36.01195773434094
129,179,False,6600,6664,6831,5.278530112165058,35.592650560825284
56,178,False,6600,6819,7229,4.2058577009390605,28.529288504695305
263,180,False,6640,6728,7842,11.875031351524793,32.97515675762397
318,181,False,6660,6750,7508,9.644955297784026,35.72477648892014
303,182,False,6670,6797,7261,7.24849988849061,37.04249944245305
177,183,False,6690,6815,7086,5.341379501530772,34.95689750765386
78,184,False,6700,6928,7500,6.317756503382165,33.238782516910824
412,185,False,6710,6858,7564,8.270058064127419,33.80029032063709
228,186,False,6730,6852,8460,14.071061426869665,26.405307134348327
386,187,False,6800,6861,7609,9.14115655524174,32.20578277620869
59,188,False,6820,7050,9028,15.769657981005228,25.94828990502613
84,189,False,6860,7011,7577,6.50700792093045,30.535039604652248
377,190,False,6870,7256,8141,6.530385252690657,30.05192626345328
455,191,False,6880,7034,7878,8.984663575397839,32.3233178769892
427,192,False,6890,7154,9271,16.63894415034291,26.54472075171455
279,193,False,6890,7043,7638,7.1393747426253285,32.74687371312665
432,195,False,6910,7023,7562,7.699283305419,35.646416527095006
464,194,False,6910,7207,7926,5.8765103764033455,28.732551882016736
311,196,False,6930,7016,8815,16.289268042093035,28.246340210465174
364,198,False,6930,7172,7921,7.534797700856339,33.1239885042817
457,197,False,6930,7091,7608,6.661924706684412,33.75962353342206
222,199,False,6960,7123,8091,9.733659730844826,31.668298654224127
301,200,False,6980,7180,7888,6.8240555303645944,29.070277651822977
438,201,False,7030,7164,7733,7.474199436113542,34.42099718056771
108,202,False,7030,7156,8740,13.547012544240955,24.935062721204766
239,203,False,7070,7274,7715,4.546884744343155,28.28442372171577
229,204,False,7080,7433,8229,6.296469289777997,30.68234644888999
407,205,False,7090,7243,8101,8.9826258609273,31.713129304636503
428,206,False,7090,7385,9814,17.588583292221028,20.69291646110514
99,207,False,7110,7219,8215,9.836275410451808,28.381377052259037
431,208,False,7120,7522,7986,3.6662847907231733,32.88142395361587
284,209,False,7140,7367,8329,9.439585606618719,33.59792803309359
256,210,False,7150,7531,8090,4.057139059487252,30.135695297436257
390,211,False,7160,7218,7668,7.205229344073082,33.92614672036541
486,212,False,7180,7341,7746,6.298370294134906,36.29185147067453
56,213,False,7230,7302,8547,10.848857700939062,21.944288504695308
142,214,False,7240,7450,8845,11.940923964475909,28.454619822379534
200,215,False,7240,7531,8151,5.696007664096305,31.380038320481525
397,216,False,7250,7330,7980,8.656589705813207,34.48294852906603
440,217,False,7250,7544,7937,4.902412707249154,36.41206353624577
125,219,False,7310,7618,8078,3.531622551227878,27.70811275613939
177,218,False,7310,7377,8253,9.688379501530772,30.241897507653864
155,221,False,7320,7416,8463,10.96878582308418,31.443929115420914
312,220,False,7320,7486,8332,8.672935560716121,31.26467780358062
113,222,False,7350,7616,8412,6.100205607144387,25.351028035721942
161,223,False,7380,7541,10086,20.163951455805705,22.41975727902853
65,224,False,7410,7648,8459,6.565230304131386,25.72615152065693
218,225,False,7440,7569,9069,13.81835745187441,29.69178725937205
398,226,False,7440,7498,8673,12.05310091521956,29.965504576097793
184,227,False,7460,7631,7994,4.66117407528607,30.255870376430348
220,228,False,7480,7962,8535,3.0343606785413684,29.47180339270684
376,229,False,7500,7680,8834,11.253969859361748,32.86984929680874
399,230,False,7520,7691,8234,6.718759306078052,33.54379653039026
422,231,False,7540,7635,8185,6.52924631483049,28.546231574152454
335,232,False,7550,7991,8567,2.9311017538164386,26.8055087690822
298,233,False,7560,7613,7924,6.00887536188801,33.09437680944005
305,234,False,7580,7624,7959,6.374123452027501,33.52061726013751
318,235,False,7600,7663,8289,8.195955297784028,32.27977648892014
97,236,False,7620,7794,8463,7.582805471506163,33.11402735753082
136,237,False,7650,7806,8151,5.746067770836466,35.63033885418233
192,238,False,7650,7839,9704,15.60844000319096,27.44220001595479
132,239,False,7670,7852,8234,5.75297731859366,35.51488659296831
496,240,False,7680,7709,8352,9.05943002467724,34.247150123386206
117,241,False,7700,7819,10214,20.22967092868936,26.498354643446817
374,242,False,7710,8002,8825,7.6728873474372845,33.46443673718642
300,246,False,7740,8004,8522,6.039351128496197,35.74675564248098
307,243,False,7740,7870,8221,6.086459837039294,35.78229918519647
375,244,False,7740,8140,8274,1.458595038702139,34.54297519351069
429,245,False,7740,7895,8729,9.280660912509445,34.20330456254723
38,247,False,7750,7817,10107,19.798515409892268,25.792577049461325
27,248,False,7750,7993,8477,3.442163262010008,23.060816310050043
159,250,False,7790,7826,10121,20.058832341772717,25.344161708863567
37,249,False,7790,8114,8692,4.534202460836566,28.871012304182823
414,251,False,7800,7898,8294,5.383879134444245,28.919395672221228
105,252,False,7810,7962,8885,9.71092554599552,32.7546277299776
12,253,False,7810,7982,8741,8.107142740620805,32.13571370310403
484,255,False,7820,8038,10595,20.284029022896426,25.420145114482107
352,254,False,7820,7952,8736,8.101383478730916,29.156917393654588
119,256,False,7840,8078,9272,10.78066158968857,31.85330794844284
308,257,False,7850,7947,8414,6.04108765113136,29.355438255656793
185,258,False,7860,8362,8863,2.1737244576788655,28.96862228839433
179,259,False,7870,8060,8948,8.473199775284913,29.815998876424562
248,260,False,7880,8329,9020,4.498571758261573,30.59285879130786
338,261,False,7900,8370,8807,1.430794802643832,26.15397401321916
106,262,False,7910,8354,8989,2.9799999971448345,24.89999998572417
339,264,False,7920,8186,9174,7.460171176918472,24.700855884592364
457,263,False,7920,8140,8522,4.4199247066844105,30.749623533422056
183,265,False,7920,8220,8882,5.395730371550877,28.728651857754382
486,266,False,7940,7962,8736,9.762370294134904,32.31185147067453
381,267,False,7960,8092,9291,11.982190235523626,32.36095117761815
210,268,False,7970,8164,8829,6.436787031781071,28.483935158905357
83,269,False,7980,8234,9820,13.051629377547123,28.75814688773562
43,270,False,8010,8323,8912,5.270027112000594,31.600135560002975
485,271,False,8030,8191,9532,12.481721213535458,30.808606067677296
138,272,False,8040,8187,9371,11.135477853824371,29.477389269121858
464,273,False,8040,8380,8969,3.4975103764033477,24.087551882016736
158,275,False,8050,8487,9680,8.284354077668445,29.371770388342217
292,274,False,8050,8145,8812,8.850850300164266,35.60425150082133
262,276,False,8070,8153,8659,6.202975330780313,27.96487665390157
102,278,False,8100,8146,8964,10.362505479645975,34.76252739822988
231,277,False,8100,8303,10782,20.043520838236756,26.467604191183792
331,279,False,8110,8287,8624,5.459744866476839,35.5487243323842
324,280,False,8120,8194,8701,8.074122547242917,36.87061273621458
455,281,False,8130,8579,9910,8.05466357539784,23.4233178769892
431,282,False,8130,8343,9224,7.7122847907231735,27.41142395361587
100,283,False,8150,8271,9028,8.509018318428236,31.695091592141193
330,284,False,8170,8254,9364,11.991588190706018,33.507940953530095
136,285,False,8190,8303,9282,10.014067770836464,30.17033885418233
55,286,False,8200,8472,10880,18.105221986247173,22.976109931235868
368,287,False,8200,8644,9067,1.3909825152717992,25.204912576358996
313,288,False,8220,8466,10918,19.323152317342583,26.06576158671293
194,290,False,8220,8426,9026,5.981789832607665,29.358949163038325
481,291,False,8220,8398,8769,5.469391246929524,34.29695623464762
438,289,False,8220,8409,8992,6.252199436113541,30.56099718056771
176,292,False,8230,8687,9381,4.150372941679449,29.15186470839724
144,293,False,8240,8341,8799,7.294226167898806,36.17113083949403
341,294,False,8240,8801,9960,6.824489753401606,29.622448767008038
345,295,False,8240,8751,9962,7.8253270476042065,30.076635238021048
213,297,False,8240,8547,9034,3.6310525020101148,27.105262510050576
118,296,False,8240,8284,8878,7.752557099825062,30.362785499125316
73,299,False,8250,8523,10357,14.251401738897128,26.107008694485643
137,298,False,8250,8749,9459,2.802935273909962,23.814676369549804
180,300,False,8260,8529,9053,5.484016041452067,32.97008020726034
