,cs,tt
42439561,42443615,615
42452875,42443615,160
42452882,42443615,204
589298584,42443615,419
42455963,42443615,306
42436516,42443615,202
42436519,42443615,292
42436527,42443615,312
42445232,42443615,414
42436531,42443615,374
42445236,42443615,500
596775867,42443615,268
42459579,42443615,376
596775870,42443615,198
596775876,42443615,220
42448326,42443615,414
42423752,42443615,429
42448329,42443615,354
596775882,42443615,247
593300940,42443615,339
42448338,42443615,155
42459098,42443615,192
596775900,42443615,194
596775907,42443615,143
1775201764,42443615,361
42456041,42443615,444
596775914,42443615,172
596775919,42443615,122
42456049,42443615,485
42448379,42443615,18
596775935,42443615,151
596775941,4347534783,142
6177439750,4347534783,87
6177439752,4347534783,81
596775946,4347534783,114
42446353,4347534783,316
42429970,4347534783,65
42429971,4347534783,156
42429974,4347534783,157
596775963,4347534783,165
596775973,4347534783,229
596775979,4347534783,207
596775985,4347534783,123
42431544,4347534783,224
596775998,4347534783,144
596776009,4347534783,293
596776017,4347534783,250
596776021,4347534783,314
596776027,4347534783,271
42436700,4347534783,346
596776032,4347534783,186
42430050,4347534783,370
42430052,4347534783,460
42445930,4347534783,225
42456683,4347534783,44
42455662,4347534783,108
42445936,4347534783,180
42455666,4347534783,234
42445941,4347534783,157
42446455,4347534783,414
596776057,4347534783,338
42445947,4347534783,86
42445950,4347534783,64
42445953,4347534783,42
42438788,4347534783,326
42438791,4347534783,416
42445961,4347534783,177
42455693,4347534783,211
42455694,4347534783,284
42445972,4347534783,195
42454679,4347534783,392
42445976,4347534783,173
42431649,4347534783,86
42431650,4347534783,217
42431652,4347534783,255
42445994,4347534783,300
42431671,4347534783,182
42431674,4347534783,321
42457788,4347534783,164
42431677,4347534783,305
42446013,4347534783,513
42446016,4347534783,504
42429680,4347534783,241
42429682,4347534783,377
42429685,4347534783,348
42440951,4347534783,243
42440452,4347534783,342
42437423,4347534783,153
596788016,4347534783,384
42437425,4347534783,243
42432818,4347534783,146
42436913,4347534783,525
42437428,4347534783,242
42432825,4347534783,111
42443612,4347534783,134
42427762,4347534783,170
42427764,4347534783,207
6188803960,4347534783,105
42436475,4347534783,302
42447228,4347534783,131
42436477,4347534783,345
42447230,4347534783,213
42439553,4347534783,348
42439556,4347534783,469
42436510,4347534783,23
42436511,4347534783,113
42436514,4347534783,115
42445225,4347534783,270
42445227,4347534783,359
42445230,4347534783,327
4347534767,4347534783,122
42430384,4347534783,215
42430390,4347534783,210
42430394,4347534783,188
42448317,4347534783,108
4347534783,4347534783,0
42450426,4347534783,221
42459114,4347534783,178
596775930,4347534783,102
591454081,42436374,173
42436097,42436374,134
42436353,42436374,175
42436100,42436374,104
42436355,42436374,148
42445574,42436374,173
42436359,42436374,118
4207143428,42436374,246
42436364,42436374,88
42436109,42436374,75
42436369,42436374,59
246889362,42436374,269
42436371,42436374,30
42436115,42436374,45
4139510037,42436374,420
42436374,42436374,0
42436119,42436374,127
42430102,42436374,283
42436377,42436374,170
42436122,42436374,218
42456986,42436374,100
4616536348,42436374,388
42436381,42436374,250
42440854,42436374,228
42431519,42436374,160
42455200,42436374,172
4616536351,42436374,255
4616536352,42436374,228
42440850,42436374,266
246890279,42436374,320
592484776,42436374,455
42430761,42436374,120
42440873,42436374,282
42438060,42436374,353
42442286,42436374,320
42442288,42436374,173
42439345,42436374,142
42448563,42436374,84
42442291,42436374,219
42442294,42436374,217
42448568,42436374,169
42436024,42436374,294
42448570,42436374,130
4207143421,42436374,313
42453442,42436374,194
246858445,42436374,588
6210448846,42436374,166
42440527,42436374,70
4207862995,42436374,234
42440532,42436374,108
42436567,42436374,415
6210448866,42436374,179
246889572,42436374,254
42436968,42436374,94
246890098,42436374,647
42445174,42436374,274
42436088,42436374,194
246857084,42436374,371
42436093,42436374,164
4207675399,42444458,445
3931534870,42444458,211
3931534871,42444458,258
3931534872,42444458,250
589927965,42444458,538
589927967,42444458,432
371337250,42444458,841
42443819,42444458,183
42438702,42444458,250
42438704,42444458,159
42438707,42444458,118
589927991,42444458,252
589927993,42444458,523
589927996,42444458,532
5482291262,42444458,112
589928003,42444458,681
42434117,42444458,194
42434122,42444458,284
2481877067,42444458,437
2481877070,42444458,435
42426960,42444458,169
42434129,42444458,77
42425425,42444458,443
42434131,42444458,166
42448979,42444458,237
589928020,42444458,269
42434134,42444458,82
42429530,42444458,322
42438235,42444458,300
589928028,42444458,141
589928029,42444458,162
589928030,42444458,218
589928033,42444458,203
589928034,42444458,268
589928035,42444458,247
589928037,42444458,230
589928038,42444458,209
589928039,42444458,188
589928040,42444458,167
589928041,42444458,146
589928042,42444458,125
5378686574,42444458,458
589928047,42444458,365
42438772,42444458,111
42436724,42444458,216
42438774,42444458,21
596776578,42444458,176
42425484,42444458,420
596776594,42444458,219
3931524258,42444458,380
42444452,42444458,171
42444453,42444458,135
596776613,42444458,240
3931524261,42444458,376
42444456,42444458,95
42444457,42444458,46
42444458,42444458,0
42450089,42444458,158
596776654,42444458,102
596776656,42444458,134
596776659,42444458,197
3786728678,42444458,196
3786728679,42444458,189
42438906,42444458,374
42456831,42444458,485
42448141,42444458,279
42445585,42444458,430
42426135,42444458,224
42426138,42444458,757
373850916,42444458,275
42437928,42444458,386
42437929,42444458,437
42437930,42444458,372
42437932,42444458,379
42438984,42444458,258
42443092,42444458,220
42443096,42444458,200
42446169,42444458,224
42443099,42444458,229
42446171,42444458,180
42443105,42444458,165
42446177,42444458,269
42447206,42444458,204
42447207,42444458,167
42447208,42444458,106
42447209,42444458,135
42452330,42444458,139
42446182,42444458,248
42443116,42444458,51
42447210,42444458,210
42443118,42444458,101
42446187,42444458,355
42446184,42444458,290
42446190,42444458,333
42435953,42444458,452
42445183,42444458,202
42445185,42444458,160
42445189,42444458,146
42442128,42444458,352
2799368116,42444458,311
42424757,42444458,164
42427834,42444458,409
371337150,42444458,546
371337165,42444458,428
42444750,42444458,775
371337175,42444458,461
5959713761,42444458,601
371337197,42444458,1085
42447346,42444458,526
1795811317,42444458,521
42458112,42439489,235
42443264,42439489,691
42436610,42439489,459
42445827,42439489,300
42443268,42439489,668
42449413,42439489,213
42436614,42439489,395
42444809,42439489,851
42430474,42439489,503
42436619,42439489,449
42430477,42439489,441
42449422,42439489,208
42430479,42439489,526
42436624,42439489,359
42430482,42439489,396
42445843,42439489,421
42450456,42439489,469
596776474,42439489,166
42450460,42439489,350
42436640,42439489,398
42436641,42439489,302
42436644,42439489,373
42436647,42439489,281
42443817,42439489,225
42443818,42439489,127
42459180,42439489,280
42443821,42439489,171
596776497,42439489,143
42437174,42439489,315
42457660,42439489,582
42453575,42439489,682
42453577,42439489,528
42437201,42439489,402
596776534,42439489,292
6181480033,42439489,452
42456162,42439489,179
596776546,42439489,229
42449005,42439489,557
42449007,42439489,491
42434165,42439489,785
42434166,42439489,651
42434168,42439489,606
42434169,42439489,661
42450044,42439489,511
42450048,42439489,471
42456708,42439489,570
42450052,42439489,433
42435207,42439489,293
42450057,42439489,320
42435211,42439489,247
42435222,42439489,136
42450071,42439489,133
42435230,42439489,21
42435231,42439489,77
42450080,42439489,153
42450083,42439489,196
42452809,42439489,828
4163883691,42439489,700
42456575,42439489,873
596776624,42439489,120
42452812,42439489,648
42444485,42439489,764
42444487,42439489,673
42444491,42439489,627
42444495,42439489,639
596776144,42439489,707
596776165,42439489,612
42458342,42439489,127
596776166,42439489,634
596776167,42439489,663
596776173,42439489,642
596776177,42439489,685
42446072,42439489,694
42446086,42439489,627
596776201,42439489,360
42443263,42439489,728
42446093,42439489,614
42456335,42439489,725
42456336,42439489,758
42446099,42439489,592
596776224,42439489,586
42438947,42439489,464
42438949,42439489,548
596776231,42439489,654
42425127,42439489,768
42438953,42439489,414
42447149,42439489,678
42438961,42439489,746
42438963,42439489,526
42446132,42439489,437
42446138,42439489,412
42435387,42439489,464
42435388,42439489,249
42439485,42439489,272
42439486,42439489,181
42447166,42439489,553
42435392,42439489,151
42439489,42439489,0
42439490,42439489,95
42435395,42439489,234
42439488,42439489,83
42435396,42439489,154
42446147,42439489,376
42447174,42439489,561
42446152,42439489,333
42434377,42439489,354
42447176,42439489,523
42447179,42439489,439
42446155,42439489,311
596776260,42439489,588
42434894,42439489,418
42447182,42439489,377
42434382,42439489,257
42434384,42439489,334
42446161,42439489,225
42434385,42439489,245
42447187,42439489,363
42446164,42439489,202
42434895,42439489,502
42458960,42439489,485
42447192,42439489,318
42434904,42439489,790
42434905,42439489,481
42434898,42439489,377
42447196,42439489,297
42448729,42439489,670
42448726,42439489,806
42447199,42439489,210
42432352,42439489,540
42447201,42439489,187
596776314,42439489,294
596775808,42439489,384
42446721,42439489,553
596776325,42439489,272
596775819,42439489,432
42445196,42439489,214
596775825,42439489,609
596776349,42439489,317
42459041,42439489,374
42449828,42439489,338
42449833,42439489,104
42449840,42439489,113
596776386,42439489,339
42445256,42439489,569
42445258,42439489,506
42445259,42439489,590
42447169,42439489,577
596776413,42439489,410
42445817,42439489,326
596776442,42439489,99
42436604,42439489,548
42445823,42439489,401
371225088,42444461,534
42427009,42444461,762
42427012,42444461,729
4779073677,42444461,789
4779073679,42444461,771
3631837584,42444461,906
3631837585,42444461,877
4779073680,42444461,808
42423189,42444461,93
42448278,42444461,332
371239962,42444461,5
42424109,42444461,415
42444461,42444461,0
42424117,42444461,370
589520065,42444461,32
42424133,42444461,860
42435403,42444461,382
42445263,42444461,799
42433490,42444461,909
42434135,42444461,28
42433377,42444461,861
42433513,42444461,659
42433385,42444461,812
42449010,42444461,844
42445430,42444461,427
42431490,42439826,211
42431491,42439826,277
42440710,42439826,245
42433286,42439826,479
42431497,42439826,242
42435596,42439826,190
42435598,42439826,158
42439823,42439826,231
42435599,42439826,129
4679523598,42439826,428
42439826,42439826,0
42435603,42439826,209
42428174,42439826,364
42439830,42439826,30
4492821528,42439826,257
4320028826,42439826,421
42433821,42439826,417
42439070,42439826,367
42433822,42439826,447
42436856,42439826,500
42439073,42439826,292
42430241,42439826,253
42430247,42439826,224
42430249,42439826,194
42430253,42439826,132
42430255,42439826,99
42430257,42439826,183
42430259,42439826,156
42449076,42439826,387
42449333,42439826,241
42430263,42439826,210
42429373,42439826,276
42429374,42439826,164
42429375,42439826,314
42432191,42439826,324
42429378,42439826,237
42432194,42439826,294
42432199,42439826,322
42432201,42439826,349
42432205,42439826,309
42432208,42439826,287
42432211,42439826,266
42430805,42439826,459
42432214,42439826,208
42454742,42439826,288
42429657,42439826,295
42430811,42439826,369
42429659,42439826,237
42430813,42439826,401
42430818,42439826,382
42431844,42439826,247
42430824,42439826,375
42439272,42439826,268
42430828,42439826,336
42440940,42439826,354
42433261,42439826,472
42433264,42439826,338
42433269,42439826,365
42452598,42439826,455
42433272,42439826,384
42433275,42439826,419
42435581,42439826,278
42433278,42439826,335
42435583,42439826,264
42438672,42435420,276
42437654,42435420,119
42437663,42435420,317
427841062,42435420,290
42437670,42435420,417
427841071,42435420,271
427841073,42435420,305
42437686,42435420,330
42437688,42435420,200
42435642,42435420,249
449581627,42435420,516
42435644,42435420,218
42445885,42435420,414
42435645,42435420,280
42435646,42435420,251
42445888,42435420,386
42437693,42435420,300
42445896,42435420,301
42445899,42435420,387
42445404,42435420,330
3799572065,42435420,310
42445409,42435420,389
427845226,42435420,489
427845234,42435420,482
42453624,42435420,415
42444933,42435420,316
42436746,42435420,357
1701844618,42435420,289
42430603,42435420,457
42444954,42435420,285
3270031002,42435420,465
42439840,42435420,342
42439842,42435420,371
42430629,42435420,483
3270031028,42435420,477
42455735,42435420,429
4597668029,42435420,563
4597668030,42435420,449
4597668031,42435420,469
4597668032,42435420,506
4597668033,42435420,393
4597668042,42435420,528
4597668043,42435420,412
42451674,42435420,244
4557517549,42435420,228
42451695,42435420,505
42434800,42435420,358
42434807,42435420,284
358448394,42435420,208
42439440,42435420,58
42428206,42435420,507
42428212,42435420,397
42428216,42435420,429
42428220,42435420,319
42428223,42435420,350
42428227,42435420,269
42430277,42435420,273
42430279,42435420,245
42428232,42435420,160
42430282,42435420,216
42446668,42435420,449
42430288,42435420,158
42430292,42435420,129
42430295,42435420,213
42430298,42435420,186
42435420,42435420,0
42428253,42435420,278
42435422,42435420,29
42430304,42435420,221
42430308,42435420,309
42430311,42435420,309
3270030707,42435420,502
42434427,42435420,363
42427786,42435420,301
42427787,42435420,238
42438544,42435420,386
42438547,42435420,313
42427797,42435420,187
42427805,42435420,227
42443680,42435420,273
42434465,42435420,236
42427812,42435420,128
42427817,42435420,304
42427821,42435420,329
42427824,42435420,486
42429874,42435420,445
42429876,42435420,443
42446266,42435420,445
42429888,42435420,502
4461990857,42435420,86
427840984,42435420,491
42436578,42435420,559
427840998,42435420,293
4443775464,42435420,99
4443775465,42435420,305
6223969260,42435420,192
42452975,42435420,399
1061531682,42428570,874
1061531683,42428570,718
1061531685,42428570,165
42432556,42428570,353
42432558,42428570,388
1061531695,42428570,460
42432564,42428570,352
3718672443,42428570,179
1061531707,42428570,174
42432572,42428570,410
2974462027,42428570,334
1061531731,42428570,856
1061531736,42428570,918
42422366,42428570,573
42424427,42428570,221
1061531757,42428570,339
1061531768,42428570,799
42457209,42428570,400
42422399,42428570,1157
1061531777,42428570,107
247124101,42428570,622
1061531787,42428570,263
1061531790,42428570,900
42428570,42428570,0
1061531803,42428570,537
42428575,42428570,67
1061531810,42428570,817
42428579,42428570,101
42438819,42428570,372
42438825,42428570,533
1061531818,42428570,661
42428588,42428570,133
42428590,42428570,146
42438832,42428570,488
42428595,42428570,168
42428598,42428570,189
42428601,42428570,209
42428604,42428570,229
1061531839,42428570,700
42428610,42428570,249
1061531847,42428570,959
42438859,42428570,511
42438862,42428570,541
42438867,42428570,500
42428634,42428570,292
61272284,42428570,470
42428637,42428570,326
42428640,42428570,357
42445025,42428570,414
42445027,42428570,361
42428643,42428570,387
42428645,42428570,418
42440934,42428570,279
42440935,42428570,322
42428648,42428570,449
42445033,42428570,280
42445037,42428570,241
42428653,42428570,512
42445039,42428570,260
42428657,42428570,572
42430707,42428570,494
42428661,42428570,602
42428663,42428570,632
42430713,42428570,472
42428670,42428570,690
42440960,42428570,298
42430722,42428570,450
42428674,42428570,700
42440966,42428570,379
42428678,42428570,731
42428682,42428570,760
42440973,42428570,501
42430736,42428570,427
42422545,42428570,656
42428689,42428570,818
42430739,42428570,449
42430742,42428570,457
42428695,42428570,846
4081416473,42428570,267
4557482266,42428570,80
42430745,42428570,432
42430747,42428570,441
42430749,42428570,419
42428701,42428570,875
42428705,42428570,889
42422592,42428570,546
4347550065,42428570,50
4347550071,42428570,62
4347550074,42428570,85
42436990,42428570,993
2061592973,42428570,398
1672106382,42428570,468
42437005,42428570,950
1672106385,42428570,438
247120300,42428570,528
42437052,42428570,950
42437058,42428570,812
247120348,42428570,532
42430981,42428570,353
42430983,42428570,331
42430984,42428570,309
42430985,42428570,286
42430989,42428570,308
42443280,42428570,606
42424851,42428570,619
42431000,42428570,395
42431002,42428570,378
42431004,42428570,354
42431005,42428570,377
42431007,42428570,399
42431008,42428570,421
42431009,42428570,443
1825841700,42428570,98
42431015,42428570,465
42431019,42428570,510
42431024,42428570,554
42443313,42428570,182
42431027,42428570,576
42431030,42428570,598
42443320,42428570,151
42431034,42428570,640
42431037,42428570,663
42443326,42428570,237
42431039,42428570,686
42443329,42428570,266
42443332,42428570,295
42431044,42428570,707
42443336,42428570,356
42443341,42428570,418
1825841742,42428570,36
1825841743,42428570,92
42443344,42428570,450
42431057,42428570,750
42443346,42428570,479
42443347,42428570,571
42443349,42428570,682
42443353,42428570,702
1825841754,42428570,139
42455643,42428570,340
42431067,42428570,771
42431078,42428570,793
42431089,42428570,814
42449550,42428570,383
247222929,42428570,276
42435250,42428570,110
42437300,42428570,645
42435253,42428570,132
42435257,42428570,154
42437305,42428570,730
42435261,42428570,175
42435264,42428570,198
42435265,42428570,243
42435266,42428570,264
42437312,42428570,643
42435269,42428570,286
42435272,42428570,307
42435275,42428570,330
42435283,42428570,375
1733614298,42428570,292
42435295,42428570,397
42435301,42428570,419
42435308,42428570,575
42435310,42428570,643
42435312,42428570,687
2837768961,42428570,609
42437384,42428570,324
595245843,42428570,423
42423070,42428570,643
595245859,42428570,463
595245860,42428570,484
1996323622,42428570,281
42439464,42428570,313
42441521,42428570,1003
42441526,42428570,876
61272887,42428570,600
595245883,42428570,477
42441535,42428570,837
595245889,42428570,503
4557495130,42428570,208
42441564,42428570,716
595245918,42428570,366
595245920,42428570,388
42441569,42428570,693
42425188,42428570,588
595245925,42428570,420
42441587,42428570,593
61272997,42428570,541
61273001,42428570,517
61273004,42428570,534
42441654,42428570,432
42441668,42428570,477
42441670,42428570,454
42433564,42428570,553
42433565,42428570,626
42433567,42428570,749
42433569,42428570,619
42423331,42428570,639
1815133244,42428570,380
42431549,42428570,367
4682935360,42428570,495
42431556,42428570,163
4682935365,42428570,459
42431560,42428570,318
42431563,42428570,360
42454120,42428570,392
42435705,42428570,232
42435707,42428570,205
42435710,42428570,184
42435714,42428570,139
42435716,42428570,119
3533937800,42428570,434
42437841,42428570,580
42437845,42428570,509
1241742563,42428570,152
61275380,42428570,515
595295501,42428570,550
1241742627,42428570,297
595254571,42428570,504
42458435,42428570,981
42440004,42428570,451
42440009,42428570,468
42440012,42428570,306
42440015,42428570,328
42440020,42428570,345
42440022,42428570,202
42440025,42428570,226
42423674,42428570,135
5117963654,42428570,146
1241742743,42428570,304
42438043,42428570,740
42438045,42428570,893
42438052,42428570,761
42450341,42428570,341
247223720,42428570,231
42450352,42428570,596
6173564360,42428570,149
595314125,42428570,840
61275605,42428570,481
42440163,42428570,395
61271527,42428570,790
42450434,42428570,354
42421769,42428570,602
42427915,42428570,530
42421772,42428570,690
42421775,42428570,543
42421776,42428570,533
42421778,42428570,570
42421800,42428570,597
42421803,42428570,663
42421806,42428570,780
42429999,42428570,295
42421809,42428570,661
42446386,42428570,516
42421810,42428570,619
42421820,42428570,667
42425945,42428570,602
42434156,42428570,666
42434158,42428570,722
42434160,42428570,818
42434161,42428570,739
247123611,42428570,525
42438300,42428570,415
247123612,42428570,523
42428061,42428570,539
247123615,42428570,484
42428063,42428570,578
42438301,42428570,460
42428065,42428570,480
42438306,42428570,520
42428068,42428570,487
42438304,42428570,557
42428072,42428570,522
42442410,42428570,231
61271722,42428570,648
42442415,42428570,213
42442417,42428570,277
42442422,42428570,272
42442432,42428570,306
247123651,42428570,573
42442445,42428570,443
42421969,42428570,132
42442451,42428570,425
42421972,42428570,34
42421974,42428570,124
42442459,42428570,560
42421982,42428570,285
42442463,42428570,558
42424032,42428570,385
42421985,42428570,376
42442469,42428570,672
42442475,42428570,762
42442480,42428570,742
42422000,42428570,875
42422006,42428570,789
42442492,42428570,932
42422016,42428570,729
42422018,42428570,787
42442502,42428570,994
42442514,42428570,976
42442528,42428570,975
1061531429,42428570,11
61269797,42428570,687
1061531447,42428570,114
1061531448,42428570,270
1061531454,42428570,517
42458943,42428570,478
1061531491,42428570,317
1061531500,42428570,417
1061531509,42428570,73
1061531525,42428570,601
1061531527,42428570,202
42428310,42428570,404
42428312,42428570,434
42428313,42428570,281
42424218,42428570,487
42428315,42428570,311
1061531550,42428570,642
42428321,42428570,275
42424225,42428570,442
42428328,42428570,306
42428329,42428570,161
42428332,42428570,196
1061531566,42428570,479
1061531597,42428570,302
1061531603,42428570,705
1061531608,42428570,242
1061531634,42428570,398
1061531637,42428570,741
1061531645,42428570,583
42421889,42431797,200
42433282,42431797,164
42429700,42431797,252
42429701,42431797,281
42430217,42431797,274
1692433932,42431797,405
1692433935,42431797,410
1692433938,42431797,346
42451987,42431797,305
1692433940,42431797,322
1692433941,42431797,352
1692433942,42431797,380
42430231,42431797,244
1692433939,42431797,341
42430233,42431797,216
42430235,42431797,188
42431773,42431797,245
42431517,42431797,219
42430237,42431797,201
42431777,42431797,271
42431524,42431797,169
42431528,42431797,141
42431273,42431797,111
42431785,42431797,296
42431531,42431797,95
42431275,42431797,156
42431789,42431797,309
42430770,42431797,182
42431797,42431797,0
42446902,42431797,279
42436796,42431797,408
42430782,42431797,157
42437951,42431797,276
42430791,42431797,175
42430796,42431797,158
42430803,42431797,205
5837088104,42431797,172
5837088105,42431797,159
42430187,42431797,271
42433260,42431797,149
42436848,42431797,322
42439542,42431797,437
42430205,42431797,297
42450055,42453714,442
42450061,42453714,365
42450066,42453714,328
42449427,42453714,347
42436627,42453714,728
42430485,42453714,773
42436630,42453714,594
42430488,42453714,655
42456091,42453714,717
42450468,42453714,530
42456101,42453714,564
42443050,42453714,798
42436651,42453714,563
42456107,42453714,437
42436653,42453714,469
42456110,42453714,378
42443054,42453714,671
42443056,42453714,672
42443052,42453714,828
42443058,42453714,680
42426804,42453714,479
42426805,42453714,433
42443061,42453714,711
42443066,42453714,540
42438971,42453714,743
42443068,42453714,501
42438973,42453714,686
42443072,42453714,490
42443077,42453714,453
42443078,42453714,481
42435400,42453714,257
42443081,42453714,64
42453709,42453714,134
42453714,42453714,0
42434386,42453714,519
42434389,42453714,408
42434910,42453714,624
5749215967,42453714,887
42434912,42453714,803
596800103,42453714,804
42445426,42453714,288
3785522931,42453714,819
42434175,42453714,759
486867459,5798966629,269
42455051,5798966629,195
3212472843,5798966629,180
5174867983,5798966629,478
42433557,5798966629,524
42444827,5798966629,363
42444829,5798966629,265
42444832,5798966629,334
42444833,5798966629,409
486867490,5798966629,187
42444835,5798966629,484
42442788,5798966629,577
42444837,5798966629,575
42455083,5798966629,264
42432054,5798966629,119
42432057,5798966629,216
486867513,5798966629,240
42432060,5798966629,59
42446398,5798966629,460
42432063,5798966629,87
42432066,5798966629,167
42432068,5798966629,138
42447428,5798966629,370
42432071,5798966629,165
42432073,5798966629,248
42447435,5798966629,134
42432075,5798966629,220
42432078,5798966629,337
486867534,5798966629,264
42432082,5798966629,196
42432083,5798966629,145
42442836,5798966629,207
370893397,5798966629,454
42442838,5798966629,118
370893396,5798966629,423
42446424,5798966629,586
42442842,5798966629,123
42442843,5798966629,154
486867548,5798966629,363
42432091,5798966629,475
3630249566,5798966629,508
42432095,5798966629,328
42432094,5798966629,358
42453601,5798966629,299
42442850,5798966629,240
42434145,5798966629,431
42453604,5798966629,122
42434148,5798966629,335
42432102,5798966629,304
42453607,5798966629,191
42432099,5798966629,277
42432105,5798966629,207
42453610,5798966629,266
42432103,5798966629,224
42432108,5798966629,299
42452076,5798966629,264
42453613,5798966629,335
42452084,5798966629,317
5173480571,5798966629,517
5173480572,5798966629,428
42449021,5798966629,436
42449023,5798966629,370
3212472963,5798966629,410
42449027,5798966629,439
42449029,5798966629,511
370894980,5798966629,1216
42455175,5798966629,339
274342024,5798966629,654
42451593,5798966629,341
274342021,5798966629,688
42452107,5798966629,513
42455181,5798966629,477
42449038,5798966629,589
42451604,5798966629,107
42434205,5798966629,378
42453156,5798966629,452
42453158,5798966629,374
42434215,5798966629,299
42453160,5798966629,448
42453166,5798966629,324
2324482224,5798966629,404
42434226,5798966629,368
42453175,5798966629,229
42453177,5798966629,299
42434233,5798966629,442
42434237,5798966629,519
3670609093,5798966629,249
42445511,5798966629,310
42424932,5798966629,338
42458313,5798966629,242
42429645,5798966629,193
42429646,5798966629,140
42429647,5798966629,88
42451665,5798966629,126
42440401,5798966629,163
42437333,5798966629,184
42440408,5798966629,398
42437339,5798966629,267
42437343,5798966629,159
42437346,5798966629,229
42437349,5798966629,304
1773084391,5798966629,229
42437354,5798966629,376
42457325,5798966629,230
1773084405,5798966629,254
1773084407,5798966629,212
42443513,5798966629,209
1773084410,5798966629,190
42423039,5798966629,790
42451712,5798966629,520
42456331,5798966629,25
42425100,5798966629,564
42423051,5798966629,480
370897167,5798966629,1023
486869282,5798966629,247
592509222,5798966629,292
1773082408,5798966629,191
1773082410,5798966629,161
1773076778,5798966629,242
42432305,5798966629,322
42432308,5798966629,204
1918039864,5798966629,150
42457401,5798966629,493
42429754,5798966629,253
42455867,5798966629,292
42429756,5798966629,221
4300940094,5798966629,400
42424641,5798966629,755
805771586,5798966629,6
42429762,5798966629,170
1918039876,5798966629,37
1918039877,5798966629,93
42429766,5798966629,180
42429769,5798966629,207
42437962,5798966629,248
42429773,5798966629,233
42431822,5798966629,225
42429782,5798966629,257
1918039896,5798966629,67
1918039898,5798966629,172
1918039901,5798966629,198
486868830,5798966629,163
1918039904,5798966629,145
42455396,5798966629,412
5798966629,5798966629,0
42437996,5798966629,258
42429806,5798966629,366
42429809,5798966629,417
42429811,5798966629,445
42429812,5798966629,474
42453365,5798966629,605
42455412,5798966629,554
42443127,5798966629,99
42429814,5798966629,529
42454391,5798966629,466
42429819,5798966629,558
42450820,5798966629,760
3783071109,5798966629,191
1919595910,5798966629,199
1919595911,5798966629,115
1919595912,5798966629,197
486868873,5798966629,187
1919595914,5798966629,35
3783071112,5798966629,220
1228990859,5798966629,385
4841945992,5798966629,385
1919595921,5798966629,169
1919595922,5798966629,250
1919595923,5798966629,285
1919595924,5798966629,113
4478001045,5798966629,51
1919595929,5798966629,86
42432097,5798966629,300
42435491,5798966629,301
42446245,5798966629,268
42427335,5798966629,481
42452936,5798966629,612
42427337,5798966629,444
42437067,5798966629,317
42427340,5798966629,417
486867405,5798966629,200
42435534,5798966629,447
42437071,5798966629,289
42427345,5798966629,395
42449874,5798966629,341
42437074,5798966629,261
42435538,5798966629,496
42435541,5798966629,468
42437078,5798966629,233
42427346,5798966629,347
42427352,5798966629,308
42435544,5798966629,607
42437082,5798966629,205
42437084,5798966629,179
42427358,5798966629,256
4557539295,5798966629,14
42435550,5798966629,552
42435553,5798966629,644
42430942,5798966629,624
42430945,5798966629,687
42435556,5798966629,615
42437605,5798966629,276
370913758,5798966629,1375
42437096,5798966629,152
42437608,5798966629,270
486867432,5798966629,228
42440682,5798966629,395
42437612,5798966629,156
42437613,5798966629,185
42440686,5798966629,290
42437106,5798966629,127
42437108,5798966629,110
42437109,5798966629,166
1773078006,5798966629,211
42437111,5798966629,169
42437113,5798966629,195
42437114,5798966629,305
42430973,5798966629,710
42437118,5798966629,443
42455039,5798966629,80
339044224,42436384,254
42457728,42436384,248
42452610,42436384,219
42452613,42436384,320
42457735,42436384,191
4841945993,42436384,214
4841945995,42436384,312
42436126,42436384,158
42436894,42436384,161
42436384,42436384,0
42436129,42436384,196
42436899,42436384,200
42436390,42436384,253
42452006,42436384,128
42452008,42436384,225
42436393,42436384,233
42436134,42436384,289
42436135,42436384,260
42436396,42436384,293
42436903,42436384,212
42436139,42436384,357
42436142,42436384,327
42431536,42436384,227
42436400,42436384,292
42436146,42436384,411
42436404,42436384,335
42436149,42436384,389
42436407,42436384,355
42436152,42436384,437
42431802,42436384,192
42436411,42436384,395
42431804,42436384,226
42431805,42436384,259
6211334202,42436384,380
42439099,42436384,410
42449089,42436384,278
42431812,42436384,292
42431814,42436384,327
6210448840,42436384,229
42449098,42436384,375
42439078,42436384,455
42457421,42436384,361
42453457,42436384,242
42457426,42436384,248
4207862996,42436384,240
4207862997,42436384,298
4207862998,42436384,362
6210448855,42436384,288
6210448857,42436384,351
42453468,42436384,299
6213204061,42436384,361
6210448862,42436384,192
42453472,42436384,428
42444267,42436384,230
42454642,42436384,99
42440946,42436384,355
42435578,42436384,490
427841034,42439990,499
427842069,42439990,537
427842070,42439990,447
42434072,42439990,277
42434074,42439990,347
42454042,42439990,390
42423836,42439990,489
42434077,42439990,367
3480679963,42439990,509
42443807,42439990,368
42446363,42439990,361
427841050,42439990,666
42443810,42439990,321
42443811,42439990,376
427804196,42439990,656
42434085,42439990,403
427841053,42439990,766
5849918504,42439990,165
42453545,42439990,441
42453548,42439990,440
42453555,42439990,356
427804211,42439990,640
42453564,42439990,427
42440253,42439990,413
42435650,42439990,319
42432580,42439990,239
42435654,42439990,262
42432585,42439990,80
42435657,42439990,241
42433611,42439990,420
42435660,42439990,220
