,cs,tt
42433789,2141026510,588
42427649,2141026510,597
42435844,2141026510,401
42435850,2141026510,424
42435852,2141026510,445
42435856,2141026510,466
42435858,2141026510,489
42435860,2141026510,532
42435861,2141026510,553
42429718,2141026510,651
42435863,2141026510,574
42435865,2141026510,585
42437916,2141026510,459
42437917,2141026510,608
42437918,2141026510,552
42429727,2141026510,181
42435869,2141026510,585
42435873,2141026510,606
42437920,2141026510,731
42429735,2141026510,145
61261100,2141026510,1103
42429741,2141026510,181
42429744,2141026510,262
61261104,2141026510,1084
42429747,2141026510,339
42452276,2141026510,614
42452290,2141026510,302
42435940,2141026510,574
595314027,2141026510,492
595314028,2141026510,471
42440052,2141026510,648
42435957,2141026510,480
42440053,2141026510,619
595314036,2141026510,743
595314040,2141026510,734
42446203,2141026510,221
42435967,2141026510,365
42429825,2141026510,277
42429827,2141026510,268
42446218,2141026510,428
42442123,2141026510,266
42435981,2141026510,538
42435988,2141026510,530
42435990,2141026510,511
61269400,2141026510,1274
42435993,2141026510,526
42435997,2141026510,487
595703198,2141026510,109
42436001,2141026510,434
42436003,2141026510,287
42440104,2141026510,323
42440108,2141026510,334
42440112,2141026510,325
42438066,2141026510,436
42438068,2141026510,467
595314101,2141026510,619
595314103,2141026510,587
595314104,2141026510,575
595703226,2141026510,345
3099327931,2141026510,360
42440122,2141026510,347
42440125,2141026510,386
3099327930,2141026510,501
3099327935,2141026510,544
3099327937,2141026510,266
42440131,2141026510,381
3099327940,2141026510,381
42440134,2141026510,335
595314119,2141026510,921
3099327944,2141026510,316
3099327945,2141026510,295
42440138,2141026510,300
595314120,2141026510,899
3099327948,2141026510,566
3099327950,2141026510,224
3099327951,2141026510,449
3099327952,2141026510,244
42440144,2141026510,249
42440146,2141026510,280
3099327955,2141026510,404
3099327957,2141026510,150
3099327961,2141026510,428
3099327962,2141026510,190
3099327964,2141026510,273
3099327965,2141026510,588
3099327966,2141026510,226
42421728,2141026510,372
3099327968,2141026510,171
3099327970,2141026510,253
42421731,2141026510,410
3099327972,2141026510,211
3099327974,2141026510,316
3099327975,2141026510,232
3099327976,2141026510,471
42421737,2141026510,449
42421741,2141026510,521
42421745,2141026510,582
42421749,2141026510,598
42421751,2141026510,681
42434097,2141026510,498
42434098,2141026510,465
42434101,2141026510,535
42434105,2141026510,602
42434110,2141026510,369
42434111,2141026510,269
42434113,2141026510,357
42452564,2141026510,217
42438228,2141026510,526
42438236,2141026510,326
42421852,2141026510,348
42438240,2141026510,232
42421857,2141026510,458
42438246,2141026510,438
42438247,2141026510,423
42421865,2141026510,507
42448506,2141026510,143
4708064890,2141026510,188
6198320765,2141026510,477
42438271,2141026510,657
42438275,2141026510,557
42456711,2141026510,596
42438281,2141026510,437
3099326116,2141026510,294
2099150501,2141026510,432
3099326118,2141026510,214
3099326119,2141026510,193
3099326120,2141026510,187
3099326121,2141026510,305
3099326117,2141026510,299
3099326122,2141026510,566
3099326124,2141026510,338
3099326126,2141026510,590
3099326127,2141026510,274
3099326128,2141026510,186
42440376,2141026510,493
42440381,2141026510,536
42440385,2141026510,579
42434246,2141026510,492
42434249,2141026510,562
42448605,2141026510,342
42448607,2141026510,375
587812578,2141026510,858
42448611,2141026510,406
42421993,2141026510,742
42421996,2141026510,944
42442534,2141026510,733
42442542,2141026510,784
42442549,2141026510,726
1332860726,2141026510,612
42442552,2141026510,696
42434361,2141026510,480
587812665,2141026510,1059
1332860731,2141026510,561
42442555,2141026510,668
42442557,2141026510,639
42442559,2141026510,610
42442561,2141026510,581
42442565,2141026510,504
42442567,2141026510,486
42442569,2141026510,468
42442571,2141026510,491
42442575,2141026510,572
42442577,2141026510,503
42442578,2141026510,481
4420411218,2141026510,650
42442584,2141026510,322
42442586,2141026510,348
42442589,2141026510,360
42442592,2141026510,381
42442596,2141026510,402
254484327,2141026510,1486
1061531496,2141026510,616
42442604,2141026510,532
1061531504,2141026510,743
42432376,2141026510,395
42440577,2141026510,658
42446723,2141026510,303
42446728,2141026510,226
42432395,2141026510,429
42446733,2141026510,386
42424235,2141026510,640
42446772,2141026510,275
42446775,2141026510,161
1061531575,2141026510,596
42446778,2141026510,276
1061531593,2141026510,783
1061531596,2141026510,689
1061531631,2141026510,671
6211332483,42431151,117
42431500,42431151,118
42431503,42431151,113
42431505,42431151,36
42431508,42431151,86
246648219,42431151,259
402480678,42431151,184
42459436,42431151,215
42431151,42431151,0
42431154,42431151,56
42431156,42431151,92
42454325,42431151,118
42454328,42431151,156
42439096,42431151,137
42436155,42431151,61
42455357,42431151,111
42449341,42431151,268
42436159,42431151,10
42436414,42431151,144
4685453634,42431151,165
4685453636,42431151,190
42445766,42431151,245
42436423,42431151,159
42445769,42431151,214
42436427,42431151,87
42429388,42431151,121
42429390,42431151,91
42436431,42431151,43
42429394,42431151,68
593816275,42431151,154
246649427,42431151,679
246649429,42431151,288
246890579,42431151,423
42436439,42431151,103
402475097,42431151,175
4685462237,42431151,125
4685462240,42431151,171
42444897,42431151,109
42429412,42431151,86
42454758,42431151,161
4133206254,42431151,169
42440943,42431151,184
4557517554,42431151,113
4557517555,42431151,141
42429431,42431151,123
246648063,42431151,203
42450028,42424142,447
42459137,42424142,349
589298178,42424142,296
42456066,42424142,340
42456578,42424142,635
42450030,42424142,573
42444810,42424142,684
42456076,42424142,536
371197453,42424142,333
42444812,42424142,638
42444814,42424142,555
42444817,42424142,613
371188756,42424142,894
42444820,42424142,461
42450035,42424142,666
42450037,42424142,681
42427968,42424142,468
42427970,42424142,447
42427972,42424142,425
42427975,42424142,403
42427979,42424142,382
42427985,42424142,360
42427991,42424142,339
42427996,42424142,318
42450015,42424142,269
371188320,42424142,514
42428003,42424142,296
42428005,42424142,275
42428007,42424142,252
42450025,42424142,390
42428010,42424142,228
596776041,42424142,429
42428012,42424142,206
42428013,42424142,184
42428014,42424142,162
42428015,42424142,141
42428016,42424142,118
42436719,42424142,842
42436716,42424142,805
371207282,42424142,574
42428020,42424142,95
42430068,42424142,465
42428022,42424142,118
596776052,42424142,450
42428024,42424142,139
406006393,42424142,935
6185447546,42424142,216
42428027,42424142,161
42430075,42424142,274
42428029,42424142,183
371206270,42424142,349
371206271,42424142,97
42428032,42424142,205
42434172,42424142,643
42428034,42424142,226
371206274,42424142,149
42446466,42424142,437
42428037,42424142,249
370924677,42424142,948
42428039,42424142,272
42434179,42424142,535
6289180298,42424142,412
42428043,42424142,293
596776074,42424142,445
42428045,42424142,314
42446478,42424142,214
42455695,42424142,402
42428047,42424142,335
42428049,42424142,358
42438802,42424142,406
596776078,42424142,386
42428052,42424142,380
42438805,42424142,335
42427030,42424142,333
589298326,42424142,235
596776083,42424142,379
42438809,42424142,394
596776089,42424142,356
42427036,42424142,378
596776095,42424142,401
596776103,42424142,557
42454701,42424142,244
42454189,42424142,618
42454192,42424142,550
596776115,42424142,536
42454196,42424142,448
596776120,42424142,467
596776127,42424142,423
596776132,42424142,489
42446021,42424142,396
42450634,42424142,583
42446026,42424142,522
42440397,42424142,438
42446031,42424142,574
42450641,42424142,23
42446036,42424142,578
371209940,42424142,2127
42444500,42424142,662
596776150,42424142,579
42439384,42424142,384
42424025,42424142,498
42446041,42424142,664
42444506,42424142,567
42436537,42424142,662
42439389,42424142,508
596776156,42424142,600
42439392,42424142,508
42439395,42424142,460
596776164,42424142,513
596776163,42424142,621
42439399,42424142,377
42439403,42424142,427
42447084,42424142,415
42439406,42424142,302
42439409,42424142,287
42438898,42424142,913
42446066,42424142,748
42446070,42424142,726
42439416,42424142,178
4562863353,42424142,201
42429694,42424142,372
42443009,42424142,532
42447105,42424142,310
42447115,42424142,355
42443020,42424142,376
42443024,42424142,405
42443027,42424142,212
42443029,42424142,272
42447126,42424142,400
42443032,42424142,331
42447132,42424142,444
42443037,42424142,389
42451744,42424142,34
42443040,42424142,401
42447136,42424142,491
42443042,42424142,430
42443044,42424142,488
42449187,42424142,575
42443046,42424142,518
42447144,42424142,576
42443048,42424142,547
42451754,42424142,131
3786876206,42424142,472
42436911,42424142,509
42436914,42424142,372
42436917,42424142,379
42451766,42424142,319
42436921,42424142,315
42436922,42424142,184
42451773,42424142,403
42448203,42424142,530
42424142,42424142,0
42452814,42424142,512
42424145,42424142,419
42438485,42424142,463
42438487,42424142,463
42448216,42424142,459
42438490,42424142,417
42448735,42424142,674
42438498,42424142,333
5779545445,42424142,1068
42438503,42424142,368
42448745,42424142,506
42438506,42424142,243
42438509,42424142,243
42448238,42424142,483
4886250352,42424142,626
42438513,42424142,83
596799866,42424142,358
42448254,42424142,359
42448257,42424142,225
42429314,42424142,595
42451332,42424142,559
42433927,42424142,625
42436489,42424142,374
42439563,42424142,435
42436492,42424142,311
42433421,42424142,652
42433422,42424142,632
42439567,42424142,305
42429324,42424142,553
42429330,42424142,506
596799891,42424142,276
42429334,42424142,468
42429338,42424142,427
42429340,42424142,370
42429342,42424142,307
1331391393,42424142,283
42429346,42424142,352
42445731,42424142,639
42429348,42424142,370
42445733,42424142,642
42445736,42424142,595
42435497,42424142,553
42445738,42424142,512
42435499,42424142,552
42445740,42424142,555
42435504,42424142,505
42445748,42424142,419
42435509,42424142,422
589298105,42424142,325
42435514,42424142,465
42458766,42424142,503
42435516,42424142,360
42445757,42424142,451
42435518,42424142,330
42445247,42424142,344
42436544,42424142,534
42436541,42424142,593
42435522,42424142,272
42436546,42424142,624
42436539,42424142,707
42436549,42424142,459
42436551,42424142,490
589929417,42424142,406
42436556,42424142,443
42452951,42424142,486
42452954,42424142,407
42452956,42424142,317
3785532381,42424142,392
3785532382,42424142,431
42456060,42424142,152
42442755,761293064,741
371337226,761293064,447
371337227,761293064,434
42442764,761293064,786
42442766,761293064,807
42442770,761293064,828
761329683,761293064,39
42455059,761293064,558
371337239,761293064,386
5071822871,761293064,1135
371337241,761293064,372
42434589,761293064,1265
42448930,761293064,859
60925991,761293064,536
60928040,761293064,643
4515465264,761293064,262
371337269,761293064,944
42444854,761293064,459
60926009,761293064,516
42446919,761293064,451
42444873,761293064,1293
42444880,761293064,1325
2499827795,761293064,294
42444884,761293064,1366
561035350,761293064,486
561035351,761293064,496
561035353,761293064,468
561035354,761293064,450
561035355,761293064,432
561035356,761293064,414
561035357,761293064,396
561035358,761293064,378
561035359,761293064,360
561035360,761293064,342
561035361,761293064,322
561035362,761293064,303
561035363,761293064,285
561035364,761293064,267
561035365,761293064,249
561035366,761293064,231
561035367,761293064,213
561035368,761293064,195
561035369,761293064,177
561035370,761293064,140
561035371,761293064,121
561035372,761293064,102
561035373,761293064,95
561035374,761293064,113
561035375,761293064,175
561035376,761293064,157
561035377,761293064,208
561035378,761293064,191
561035379,761293064,249
561035380,761293064,227
561035381,761293064,252
561035382,761293064,282
1764405362,761293064,1005
1764405363,761293064,964
1764405361,761293064,1004
60926076,761293064,516
60928137,761293064,441
587933855,761293064,301
42434722,761293064,1482
1764647101,761293064,864
1764647103,761293064,867
42455234,761293064,327
42457282,761293064,1080
42455238,761293064,330
42436807,761293064,539
42436806,761293064,555
42436812,761293064,476
42455245,761293064,444
42432720,761293064,1236
42432722,761293064,1194
42424531,761293064,558
2141026516,761293064,473
42455252,761293064,553
2141026522,761293064,491
42455259,761293064,684
42434780,761293064,1537
42436832,761293064,613
42449127,761293064,572
42424551,761293064,602
42449139,761293064,523
42445046,761293064,1147
587933945,761293064,274
42445051,761293064,1089
42445054,761293064,1118
42424576,761293064,621
761293063,761293064,14
761293064,761293064,0
42449163,761293064,480
42449166,761293064,476
6293735694,761293064,590
42432785,761293064,918
42432789,761293064,942
761293078,761293064,82
42432795,761293064,980
595441949,761293064,524
595441950,761293064,898
42432799,761293064,1010
761293090,761293064,43
2504882466,761293064,68
42432802,761293064,1033
42432805,761293064,1054
2504882471,761293064,71
595441960,761293064,431
42426665,761293064,451
42455335,761293064,783
42441000,761293064,992
42455337,761293064,840
42441007,761293064,1010
42441009,761293064,990
42436929,761293064,1354
42436930,761293064,1394
2504882506,761293064,304
748726602,761293064,521
42453349,761293064,1094
42453354,761293064,1169
2140997997,761293064,498
2140997998,761293064,386
42432882,761293064,1367
42434935,761293064,486
587934073,761293064,159
587934079,761293064,167
42439042,761293064,544
1202018697,761293064,1484
60928402,761293064,716
595480989,761293064,633
595481001,761293064,606
42434989,761293064,444
60928432,761293064,539
42434992,761293064,416
42435002,761293064,478
587934139,761293064,199
42426810,761293064,755
42432963,761293064,461
42455493,761293064,1022
42432967,761293064,416
42432970,761293064,393
42432974,761293064,349
42432980,761293064,281
42455509,761293064,1124
42432983,761293064,258
42432985,761293064,235
587934172,761293064,147
42432990,761293064,281
42432992,761293064,303
42432994,761293064,311
373780963,761293064,671
42432999,761293064,333
42441191,761293064,702
42430951,761293064,562
42428912,761293064,514
42428913,761293064,532
42428914,761293064,550
42433011,761293064,327
42441204,761293064,1036
42428917,761293064,426
42433014,761293064,329
42428919,761293064,444
42424823,761293064,620
42433017,761293064,340
42428922,761293064,390
1764387321,761293064,763
42433020,761293064,298
1764387325,761293064,785
42428926,761293064,408
1764387326,761293064,782
42433024,761293064,285
42428928,761293064,353
1764387328,761293064,796
42433027,761293064,261
42428931,761293064,328
1764387324,761293064,782
42428934,761293064,314
42433030,761293064,291
42428936,761293064,332
42428939,761293064,278
42433035,761293064,291
42428941,761293064,296
42428944,761293064,243
42433041,761293064,365
42428947,761293064,261
42433043,761293064,344
42433044,761293064,364
2140994070,761293064,378
42428951,761293064,207
42433046,761293064,408
42428953,761293064,225
42428956,761293064,145
42447389,761293064,558
42428958,761293064,132
42428961,761293064,97
42428962,761293064,90
42433057,761293064,430
42428964,761293064,127
42428965,761293064,145
42428966,761293064,163
42428967,761293064,180
42433058,761293064,453
42433060,761293064,475
42428970,761293064,199
42439210,761293064,434
42447399,761293064,528
42428973,761293064,221
42439213,761293064,349
42428975,761293064,241
42439216,761293064,254
42447404,761293064,494
42428978,761293064,276
42433066,761293064,571
42428980,761293064,303
42433068,761293064,591
42433069,761293064,612
587934263,761293064,29
42428984,761293064,313
42428985,761293064,333
42447418,761293064,358
42447419,761293064,417
587934268,761293064,33
42428989,761293064,351
42439225,761293064,538
42439228,761293064,601
42433080,761293064,704
1763787328,761293064,977
42428994,761293064,371
42428998,761293064,390
42433097,761293064,726
42429002,761293064,410
42429006,761293064,429
42453586,761293064,852
42429011,761293064,445
60928596,761293064,731
42429013,761293064,449
42433107,761293064,749
42453591,761293064,743
42429017,761293064,467
42426971,761293064,1020
42433115,761293064,770
42429023,761293064,487
60928608,761293064,560
42429029,761293064,527
587934311,761293064,502
42429032,761293064,543
42429035,761293064,561
42433138,761293064,833
42429044,761293064,579
42435197,761293064,517
42435198,761293064,422
42433151,761293064,840
42429058,761293064,597
42453638,761293064,1127
42427016,761293064,627
42429072,761293064,610
60926616,761293064,598
1764424345,761293064,993
42455705,761293064,1091
42429083,761293064,636
42453669,761293064,1145
42429094,761293064,666
42429100,761293064,697
42429104,761293064,703
42429109,761293064,745
42449593,761293064,1163
42439362,761293064,591
42437316,761293064,421
42437319,761293064,327
1769708232,761293064,635
42431177,761293064,876
42437324,761293064,277
1769708236,761293064,630
42427086,761293064,108
42431180,761293064,958
42449627,761293064,475
42443486,761293064,805
42449631,761293064,505
42443488,761293064,819
42449634,761293064,530
587934436,761293064,1064
42449637,761293064,515
42443492,761293064,801
42449639,761293064,572
42427112,761293064,149
42449641,761293064,628
42427115,761293064,171
42449644,761293064,656
765367023,761293064,494
42427122,761293064,193
42449653,761293064,717
42427126,761293064,214
42449654,761293064,746
42427128,761293064,237
42449656,761293064,775
42429174,761293064,809
42445562,761293064,1131
42431228,761293064,1186
42427133,761293064,269
42453757,761293064,492
42431230,761293064,1163
42427136,761293064,329
42443520,761293064,999
42443522,761293064,835
42427139,761293064,350
42443524,761293064,914
42429184,761293064,888
42431234,761293064,1133
42427143,761293064,371
42439432,761293064,1184
42427146,761293064,392
42431242,761293064,1129
42427150,761293064,413
42427152,761293064,434
2383895312,761293064,821
42427156,761293064,455
42431252,761293064,1068
42427159,761293064,470
42451736,761293064,1060
42431257,761293064,1053
595448603,761293064,642
42427164,761293064,492
42429211,761293064,932
42429212,761293064,951
42429215,761293064,971
42427168,761293064,512
42429216,761293064,1000
42429217,761293064,1018
42431260,761293064,1095
42429220,761293064,1058
42431262,761293064,1121
42429222,761293064,1098
42429226,761293064,1129
42429228,761293064,1155
5333189421,761293064,656
5333189422,761293064,648
5333189423,761293064,646
5333189424,761293064,638
42427185,761293064,537
5333189426,761293064,634
5333189427,761293064,617
5333189428,761293064,624
42429231,761293064,1176
42443574,761293064,596
42427190,761293064,566
42429236,761293064,1196
60918586,761293064,908
42433339,761293064,223
42427196,761293064,603
42423101,761293064,532
42443582,761293064,411
42429242,761293064,1219
42429244,761293064,1239
42433346,761293064,914
60926787,761293064,667
42445634,761293064,964
42445635,761293064,1005
42427206,761293064,642
60926791,761293064,659
42445637,761293064,1054
42445640,761293064,1083
42429255,761293064,1298
42423116,761293064,598
42427212,761293064,695
42445644,761293064,1042
42427216,761293064,763
42435412,761293064,1118
42435415,761293064,1042
2141002590,761293064,530
2141002593,761293064,458
42445672,761293064,876
595436395,761293064,284
42445675,761293064,744
42445680,761293064,688
595448697,761293064,637
42445689,761293064,660
302097273,761293064,709
42449801,761293064,431
42443658,761293064,487
42443659,761293064,498
42449804,761293064,499
60926905,761293064,480
42439613,761293064,613
42439620,761293064,436
1769485254,761293064,1287
42445773,761293064,1142
42451932,761293064,863
42441695,761293064,346
2512378850,761293064,63
254342115,761293064,518
42439653,761293064,578
42441701,761293064,296
42441704,761293064,411
42439673,761293064,258
42429452,761293064,487
42429457,761293064,464
42429466,761293064,386
42439711,761293064,354
42429474,761293064,379
42439718,761293064,409
42429479,761293064,558
5051485223,761293064,852
42439721,761293064,434
5051485226,761293064,915
42441771,761293064,237
42439724,761293064,400
302095403,761293064,1153
42441774,761293064,207
42439728,761293064,434
42441777,761293064,177
42439730,761293064,450
5051485234,761293064,890
5051485235,761293064,914
42445561,761293064,1185
42445563,761293064,1142
42425417,761293064,1200
42454089,761293064,690
42441805,761293064,131
42454102,761293064,712
60916829,761293064,1324
42441823,761293064,79
42439783,761293064,440
42427504,761293064,1395
42427507,761293064,1319
42439802,761293064,275
5354421378,761293064,107
5354421379,761293064,173
1763748995,761293064,1023
254342293,761293064,881
42431643,761293064,371
1764400286,761293064,915
1764400288,761293064,930
42452130,761293064,87
1764400292,761293064,923
1764400297,761293064,898
1764400298,761293064,923
1764400300,761293064,928
60925101,761293064,879
1764400304,761293064,1003
42431666,761293064,1076
42452147,761293064,582
1764400306,761293064,968
1764400310,761293064,937
1764400318,761293064,1007
5916527828,761293064,454
42441947,761293064,519
42441949,761293064,497
42441950,761293064,454
42441951,761293064,434
42441952,761293064,364
42441953,761293064,343
42454240,761293064,610
42441955,761293064,296
42441956,761293064,275
60929249,761293064,633
60929261,761293064,655
42439927,761293064,501
42439929,761293064,519
42444028,761293064,548
60929278,761293064,681
42433797,761293064,501
42429703,761293064,1336
42433800,761293064,542
42429704,761293064,1273
42429705,761293064,1301
42429707,761293064,1344
42429708,761293064,1366
42429709,761293064,1411
42433811,761293064,480
42444060,761293064,602
60917021,761293064,520
42454300,761293064,746
42437921,761293064,1052
42437923,761293064,1099
42435876,761293064,601
42444069,761293064,545
42437925,761293064,1167
42437926,761293064,1180
42435880,761293064,610
42435881,761293064,610
42435885,761293064,631
42444081,761293064,547
42435891,761293064,611
42435894,761293064,618
42437942,761293064,870
42437944,761293064,805
595352889,761293064,285
42435898,761293064,597
60927291,761293064,584
595352897,761293064,176
42444097,761293064,585
595352904,761293064,138
595352906,761293064,60
42442058,761293064,138
595352907,761293064,337
60921163,761293064,654
42427735,761293064,557
42454368,761293064,629
42450275,761293064,812
595352935,761293064,450
42435943,761293064,490
42450290,761293064,760
42440056,761293064,542
42427769,761293064,817
42427768,761293064,899
42440059,761293064,572
42427773,761293064,837
42440065,761293064,661
42438018,761293064,656
374494595,761293064,1279
42427780,761293064,733
42440069,761293064,690
42427782,761293064,783
42438024,761293064,223
42440072,761293064,666
42440075,761293064,685
42440079,761293064,1061
1544809872,761293064,1306
42446228,761293064,1404
42446231,761293064,1252
2499757467,761293064,294
2499757469,761293064,304
42425758,761293064,630
1762221470,761293064,794
1544809886,761293064,1252
1544809885,761293064,1268
374463910,761293064,1115
4205440426,761293064,437
4205440429,761293064,326
595729838,761293064,982
595729841,761293064,959
595729852,761293064,757
595729853,761293064,1144
42427844,761293064,851
589927878,761293064,502
589927879,761293064,575
42427846,761293064,874
42427849,761293064,888
42427852,761293064,909
60925389,761293064,933
42427855,761293064,930
42427859,761293064,953
42427863,761293064,1009
374451674,761293064,1142
42427867,761293064,1056
42427870,761293064,1101
589927903,761293064,1062
42427873,761293064,1124
2093008357,761293064,921
42427877,761293064,1134
42427881,761293064,384
42427883,761293064,355
1203709420,761293064,1138
42427888,761293064,352
589927921,761293064,405
42427891,761293064,322
595320307,761293064,574
42427894,761293064,267
42429946,761293064,1276
42446331,761293064,508
60927487,761293064,495
42446337,761293064,445
42452485,761293064,894
589927943,761293064,471
42429960,761293064,1206
42454538,761293064,1306
587861515,761293064,611
595484175,761293064,623
42438160,761293064,660
42452495,761293064,1004
42421783,761293064,773
42454551,761293064,1344
42421785,761293064,1051
42421786,761293064,960
42454553,761293064,1229
42421791,761293064,912
42438186,761293064,677
42438189,761293064,657
42458670,761293064,558
42438199,761293064,600
42430022,761293064,554
42430023,761293064,538
42438218,761293064,651
42454611,761293064,494
42454622,761293064,386
2075596386,761293064,538
42425959,761293064,1162
42458728,761293064,1209
42438255,761293064,378
42438257,761293064,269
60925555,761293064,630
1763608189,761293064,741
4814440062,761293064,931
42433062,761293064,498
42438288,761293064,599
42442384,761293064,692
42438291,761293064,516
42438292,761293064,458
42438295,761293064,497
42438297,761293064,386
42433064,761293064,522
60927650,761293064,477
42428080,761293064,616
42428082,761293064,587
42428086,761293064,546
42428090,761293064,544
42436283,761293064,824
42436285,761293064,765
42428094,761293064,506
42436288,761293064,754
42433072,761293064,633
42436293,761293064,688
42428103,761293064,587
42436296,761293064,687
42436297,761293064,741
42434251,761293064,510
42428107,761293064,636
42436301,761293064,745
42434255,761293064,486
42433075,761293064,655
42428114,761293064,590
42434259,761293064,428
374482644,761293064,1101
42434262,761293064,393
42434264,761293064,320
42432218,761293064,462
42433077,761293064,679
42432220,761293064,441
42428124,761293064,607
42432223,761293064,382
42432226,761293064,355
42428130,761293064,817
42432228,761293064,312
42428134,761293064,945
42428144,761293064,814
1921369840,761293064,707
42434306,761293064,556
42434308,761293064,619
42434314,761293064,631
42446604,761293064,1046
42448655,761293064,460
42446609,761293064,1075
42448661,761293064,447
42448674,761293064,380
42434338,761293064,405
42434340,761293064,328
42444581,761293064,602
42434343,761293064,233
42440494,761293064,1034
42440499,761293064,1126
42440502,761293064,1192
42458936,761293064,581
1763749977,761293064,854
42434370,761293064,1421
42434372,761293064,1507
60927817,761293064,292
60927819,761293064,314
60927822,761293064,349
60927823,761293064,366
60927825,761293064,409
60927827,761293064,441
60927832,761293064,725
60927836,761293064,752
60927837,761293064,740
60929894,761293064,701
42454893,761293064,1254
42442609,761293064,522
3718637426,761293064,1143
42442613,761293064,480
42442618,761293064,437
42442621,761293064,416
2499803009,761293064,267
42442625,761293064,391
42441251,761293064,913
42442628,761293064,370
42442635,761293064,307
42442638,761293064,286
42442642,761293064,265
42456979,761293064,308
42442645,761293064,244
5048446874,761293064,588
42442651,761293064,200
5048446875,761293064,534
42442656,761293064,245
42442659,761293064,266
42442664,761293064,290
1829177258,761293064,663
42442671,761293064,312
373772209,761293064,621
1764626357,761293064,1038
1205714871,761293064,867
1764626360,761293064,1055
1764626362,761293064,1018
1764626363,761293064,1039
42442684,761293064,329
42442697,761293064,349
42446797,761293064,1039
42442702,761293064,348
42442703,761293064,355
2075592658,761293064,376
42442710,761293064,381
42442717,761293064,402
42442722,761293064,465
42442723,761293064,509
60915682,761293064,1451
42442728,761293064,577
373778409,761293064,551
42442733,761293064,595
42442734,761293064,635
1205714926,761293064,904
42442738,761293064,647
42442741,761293064,655
42442745,761293064,697
60925950,761293064,496
42434559,761293064,1195
42432000,42437135,493
42440449,42437135,301
42438529,42437135,382
42437763,42437135,320
42438531,42437135,360
42437505,42437135,401
42432002,42437135,450
42437768,42437135,367
42437770,42437135,416
42423307,42437135,1023
1538237325,42437135,50
42437773,42437135,456
42437135,42437135,0
42434832,42437135,405
588455697,42437135,343
3212472978,42437135,241
588455698,42437135,369
42434833,42437135,440
588455701,42437135,474
42443928,42437135,201
4158680481,42437135,44
370888101,42437135,433
42433324,42437135,24
42448430,42437135,234
588455857,42437135,10
588455858,42437135,154
42448440,42437135,212
496707003,42437135,225
370892861,42437135,815
42452556,42437135,93
482807376,42437135,348
42436563,42437135,245
42444116,42437135,69
3212472790,42437135,251
42437465,42437135,112
42444123,42437135,132
4487582555,42437135,255
4487582557,42437135,353
4487582556,42437135,325
42437472,42437135,174
42444129,42437135,139
42427744,42437135,590
42427747,42437135,538
42427750,42437135,510
42437481,42437135,182
42436971,42437135,387
42436974,42437135,460
42437490,42437135,250
42437755,42437135,205
42437503,42437135,345
6177439749,42443615,404
42448390,42443615,277
6177439759,42443615,223
596775951,42443615,165
42456598,42443615,219
42448406,42443615,354
42429976,42443615,244
42429980,42443615,334
42429981,42443615,370
2711029280,42443615,252
42429986,42443615,455
42456611,42443615,116
42449956,42443615,109
42449961,42443615,72
42449963,42443615,36
42449971,42443615,260
42427965,42443615,398
42449982,42443615,352
42449985,42443615,367
42449991,42443615,461
42450009,42443615,658
42436701,42443615,182
42436703,42443615,138
42453087,42443615,355
371037281,42443615,441
42436705,42443615,177
42436707,42443615,54
42436710,42443615,114
42430056,42443615,555
4862610026,42443615,98
42436714,42443615,175
42430060,42443615,506
596776046,42443615,541
42430063,42443615,596
589298803,42443615,403
42455675,42443615,499
42446461,42443615,598
596776063,42443615,497
42454660,42443615,332
42446472,42443615,640
42446986,42443615,244
42446987,42443615,236
42438795,42443615,511
42438798,42443615,462
42446991,42443615,152
42438800,42443615,552
42446994,42443615,163
42446998,42443615,77
42447007,42443615,137
42447009,42443615,159
42454691,42443615,611
42431654,42443615,265
42431656,42443615,385
42431659,42443615,399
42447020,42443615,181
42431661,42443615,529
42447030,42443615,223
42431678,42443615,350
42431680,42443615,479
42431681,42443615,467
370927297,42443615,319
42442948,42443615,288
42442949,42443615,318
42431684,42443615,658
42442952,42443615,213
42442955,42443615,245
42442957,42443615,142
42442959,42443615,143
42442960,42443615,172
42442961,42443615,230
42442963,42443615,341
42447060,42443615,286
42447069,42443615,307
42442977,42443615,428
42447076,42443615,371
4288677093,42443615,242
42438886,42443615,214
42442983,42443615,408
42438889,42443615,254
42438894,42443615,184
5542680310,42443615,351
5542680312,42443615,359
5542680313,42443615,362
42429690,42443615,518
42429688,42443615,393
42443000,42443615,496
42429693,42443615,526
42422530,42443615,414
42440456,42443615,181
42440459,42443615,174
42423564,42443615,217
42423565,42443615,532
6176483595,42443615,281
42440463,42443615,91
42440465,42443615,216
42440469,42443615,233
42440472,42443615,309
42424089,42443615,260
42440476,42443615,328
42436919,42443615,658
42437433,42443615,328
42437436,42443615,417
42432834,42443615,146
42437445,42443615,437
42437451,42443615,570
42432847,42443615,113
5550244688,42443615,401
5550244689,42443615,397
5550244687,42443615,453
42432856,42443615,148
42432861,42443615,198
42443614,42443615,90
42443615,42443615,0
42443613,42443615,169
42424672,42443615,377
42443618,42443615,283
42443621,42443615,384
42432871,42443615,309
42432875,42443615,331
42440565,42443615,285
42440566,42443615,331
42440567,42443615,359
42455934,42443615,262
42436481,42443615,477
42447235,42443615,348
42436484,42443615,438
42447237,42443615,470
42436486,42443615,480
42439557,42443615,567
42439559,42443615,484
