from_node,to_node,road_id,from_node_lon,from_node_lat,to_node_lon,to_node_lat,distance,duration
42421728,42432736,0,-73.9600434,40.7980486,-73.9595485,40.798725,86.00049778,23
42421728,42435337,1,-73.9600434,40.7980486,-73.9605358,40.7973755,85.57742468,24
42421728,42421731,2,-73.9600434,40.7980486,-73.9614743,40.798645,137.6602511,38
42421731,42432737,3,-73.9614743,40.798645,-73.9609759,40.7993247,86.46451357,50
42421731,42437916,4,-73.9614743,40.798645,-73.9619619,40.79798,84.59366844,49
42421731,42421728,5,-73.9614743,40.798645,-73.9600434,40.7980486,137.6602511,38
42421731,42421737,6,-73.9614743,40.798645,-73.962886,40.7992545,136.9735006,39
42421737,42421741,7,-73.962886,40.7992545,-73.9657046,40.8004313,271.2719105,72
42421737,42437917,8,-73.962886,40.7992545,-73.9633805,40.7985719,86.58763769,31
42421737,42421731,9,-73.962886,40.7992545,-73.9614743,40.798645,136.9735006,39
42421741,42421737,10,-73.9657046,40.8004313,-73.962886,40.7992545,271.2719105,72
42421741,42432756,11,-73.9657046,40.8004313,-73.965211,40.8011074,85.91819367,20
42421741,1061531654,12,-73.9657046,40.8004313,-73.9677887,40.8013053,200.7885414,54
42421745,42428751,13,-73.9679942,40.8014007,-73.9680997,40.8005442,95.63802559,22
42421745,1061531654,14,-73.9679942,40.8014007,-73.9677887,40.8013053,20.31439653,7
42421745,42421749,15,-73.9679942,40.8014007,-73.9685615,40.8016434,54.91531336,16
42421749,42421751,16,-73.9685615,40.8016434,-73.970054,40.8022682,143.7326752,83
42421749,42431118,17,-73.9685615,40.8016434,-73.9690678,40.8009593,87.21640996,23
42421749,42421745,18,-73.9685615,40.8016434,-73.9679942,40.8014007,54.91531336,16
42421751,42421749,19,-73.970054,40.8022682,-73.9685615,40.8016434,143.7326752,83
42421751,42432764,20,-73.970054,40.8022682,-73.96956,40.802938,85.34143934,50
42421769,42443347,21,-73.9749879,40.7826312,-73.975483,40.7819523,86.25180154,31
42421772,42421769,22,-73.9778254,40.783828,-73.9749879,40.7826312,273.7427454,158
42421772,42442469,23,-73.9778254,40.783828,-73.9773621,40.7844628,80.66377764,18
42421775,42428653,24,-73.9795827,40.7845691,-73.9800838,40.783893,86.22624211,31
42421775,1061531525,25,-73.9795827,40.7845691,-73.9794053,40.7844943,17.11306626,10
42421776,42421775,26,-73.9806779,40.7850311,-73.9795827,40.7845691,105.6610761,61
42421776,42431019,27,-73.9806779,40.7850311,-73.9811702,40.7843497,86.38145557,23
42421776,42431024,28,-73.9806779,40.7850311,-73.9802226,40.785659,79.66628237,21
42421778,42421776,29,-73.9820114,40.7855935,-73.9806779,40.7850311,128.6446925,75
42421778,42441587,30,-73.9820114,40.7855935,-73.981448,40.786184,81.14450796,23
42421778,42422592,31,-73.9820114,40.7855935,-73.9826602,40.7849758,87.7968905,24
42421783,42427782,32,-73.9313326,40.8593027,-73.932983,40.858113,250.4511368,101
42421783,1764387321,33,-73.9313326,40.8593027,-73.9315042,40.8589437,42.45393035,10
42421783,1764387326,34,-73.9313326,40.8593027,-73.9312076,40.8596364,38.56772798,9
42421783,1764387328,35,-73.9313326,40.8593027,-73.9311471,40.8591806,20.70914615,15
42421785,42421786,36,-73.930122,40.858744,-73.927625,40.859012,240.1990665,91
42421785,42443520,37,-73.930122,40.858744,-73.927977,40.859545,201.5822272,118
42421786,42421791,38,-73.927625,40.859012,-73.926786,40.859944,127.67619,48
42421791,4814440062,39,-73.926786,40.859944,-73.9252169,40.8613774,216.1729987,81
42421791,42448930,40,-73.926786,40.859944,-73.9273,40.860657,90.66215311,53
42421800,42424851,41,-73.9703286,40.7839788,-73.9698592,40.7846108,80.64269265,22
42421800,42435308,42,-73.9703286,40.7839788,-73.9707906,40.7833496,80.06623881,22
42421803,42437300,43,-73.9731396,40.7851655,-73.9735994,40.7845351,80.0928868,18
42421803,42421800,44,-73.9731396,40.7851655,-73.9703286,40.7839788,271.2446456,157
42421806,42421803,45,-73.9759753,40.7863627,-73.9731396,40.7851655,273.6317597,158
42421806,42442475,46,-73.9759753,40.7863627,-73.9755091,40.7870013,81.15181219,18
42421809,42428663,47,-73.9776927,40.7870877,-73.9781723,40.7864652,80.15448303,29
42421809,1061531683,48,-73.9776927,40.7870877,-73.9775173,40.7870136,16.92788159,10
42421810,42421809,49,-73.9788289,40.7875673,-73.9776927,40.7870877,109.6330755,64
42421810,42431030,50,-73.9788289,40.7875673,-73.9792937,40.7869385,80.14255324,21
42421810,42431034,51,-73.9788289,40.7875673,-73.978373,40.7881993,80.09027188,21
42421820,42421810,52,-73.9810702,40.7885135,-73.9788289,40.7875673,216.2721799,125
42421820,42437312,53,-73.9810702,40.7885135,-73.9811501,40.787722,88.25443598,24
42421820,42441569,54,-73.9810702,40.7885135,-73.9808596,40.7892565,85.09204617,26
42421828,42430938,55,-73.976212,40.725326,-73.9775364,40.7258829,127.6770904,58
42421828,42430942,56,-73.976212,40.725326,-73.975164,40.724877,101.483109,46
42421852,42442584,57,-73.9568144,40.8126067,-73.956257,40.81337,97.00512646,26
42421852,42438928,58,-73.9568144,40.8126067,-73.957798,40.8112598,171.1738693,46
42421852,561035342,59,-73.9568144,40.8126067,-73.9596275,40.8137561,269.4075922,157
42421857,1506591534,60,-73.9598159,40.8138385,-73.9612283,40.8118836,247.8295981,56
42421857,561035342,61,-73.9598159,40.8138385,-73.9596275,40.8137561,18.3364729,12
42421857,42421865,62,-73.9598159,40.8138385,-73.960687,40.814192,83.29696809,49
42421865,42443181,63,-73.960687,40.814192,-73.959719,40.815526,169.2826543,100
42421865,1332860731,64,-73.960687,40.814192,-73.962106,40.812252,246.6424087,145
42421865,42421857,65,-73.960687,40.814192,-73.9598159,40.8138385,83.29696809,49
42421877,42437949,66,-73.9959038,40.7328593,-73.996351,40.732255,77.04098661,28
42421877,42421889,67,-73.9959038,40.7328593,-73.9991816,40.7341463,313.1818002,114
42421889,42430241,68,-73.9991816,40.7341463,-73.998714,40.734784,81.12307438,30
42421889,42432191,69,-73.9991816,40.7341463,-73.9996618,40.7340688,41.45997294,17
42421941,42421960,70,-74.008789,40.704211,-74.0089636,40.7040838,20.41283657,8
42421941,42453902,71,-74.008789,40.704211,-74.007392,40.705183,159.8447261,59
42421946,42421941,72,-74.008325,40.703813,-74.008789,40.704211,59.06187638,22
42421951,42421946,73,-74.0077787,40.7033242,-74.008325,40.703813,71.23632356,26
42421951,42421965,74,-74.0077787,40.7033242,-74.0079771,40.7032082,21.12584863,9
42421951,42444223,75,-74.0077787,40.7033242,-74.0070607,40.7037691,78.17297468,29
42421960,42421941,76,-74.0089636,40.7040838,-74.008789,40.704211,20.41283657,8
42421960,42427956,77,-74.0089636,40.7040838,-74.009424,40.7045078,61.06404279,22
42421960,42431898,78,-74.0089636,40.7040838,-74.0115091,40.7029687,252.3520299,93
42421960,42421965,79,-74.0089636,40.7040838,-74.0079771,40.7032082,128.0390391,47
42421965,3790255302,80,-74.0079771,40.7032082,-74.0107988,40.7018767,282.5648022,110
42421969,42435250,81,-73.9810292,40.7692746,-73.9805755,40.7699112,80.45096243,22
42421972,42428570,82,-73.9822548,40.7697921,-73.9822067,40.7689456,94.19906322,34
42421972,1061531777,83,-73.9822548,40.7697921,-73.9819968,40.7696743,25.39040836,15
42421974,1241742627,84,-73.9838503,40.770478,-73.9843207,40.7698413,81.14193315,30
42421974,42421972,85,-73.9838503,40.770478,-73.9822548,40.7697921,154.6279698,90
42421982,4081416473,86,-73.9866974,40.7716655,-73.9862438,40.7722879,79.06159071,18
42421982,2974462027,87,-73.9866974,40.7716655,-73.9859388,40.7712531,81.20348954,49
42421985,3533937800,88,-73.9895487,40.7728658,-73.9905614,40.7733062,98.42571543,58
42421985,42421982,89,-73.9895487,40.7728658,-73.9866974,40.7716655,274.9489102,162
42421985,2061592973,90,-73.9895487,40.7728658,-73.9900092,40.7722297,80.67639264,22
42421985,42430981,91,-73.9895487,40.7728658,-73.9890921,40.7734934,79.689947,23
42421993,42431447,92,-73.9679486,40.7872303,-73.9674799,40.7878728,81.63324396,22
42421993,42435312,93,-73.9679486,40.7872303,-73.9684052,40.7866043,79.53424088,21
42421993,42421996,94,-73.9679486,40.7872303,-73.9707647,40.7884217,271.8744005,158
42421996,42422000,95,-73.9707647,40.7884217,-73.9736025,40.7896131,273.4735625,158
42421996,42438043,96,-73.9707647,40.7884217,-73.9712227,40.7877937,79.78594544,25
42422000,42437052,97,-73.9736025,40.7896131,-73.9731431,40.7902424,79.96955359,18
42422000,1061531768,98,-73.9736025,40.7896131,-73.974956,40.790184,130.5776464,76
42422006,42422016,99,-73.9751319,40.7902552,-73.976449,40.7908141,127.2476176,74
42422006,42428682,100,-73.9751319,40.7902552,-73.9755987,40.7896182,81.0207914,29
42422016,42422018,101,-73.976449,40.7908141,-73.9786893,40.7917606,216.2147501,125
42422016,42431044,102,-73.976449,40.7908141,-73.9769232,40.7901743,81.59690433,22
42422016,42431057,103,-73.976449,40.7908141,-73.9760046,40.7914402,79.05130327,21
42422018,42437058,104,-73.9786893,40.7917606,-73.9777035,40.7921597,94.21530485,25
42422018,42438052,105,-73.9786893,40.7917606,-73.9794097,40.7912484,84.25001527,26
42422026,889298452,106,-74.0158085,40.7115654,-74.0156977,40.7118477,32.74611408,12
42422026,42437401,107,-74.0158085,40.7115654,-74.0163751,40.7100848,171.4007687,64
42422026,246858433,108,-74.0158085,40.7115654,-74.0146457,40.7111302,109.3255422,41
42422028,42453395,109,-74.0144344,40.7110326,-74.0136838,40.7137015,303.8900046,85
42422028,246858433,110,-74.0144344,40.7110326,-74.0146457,40.7111302,20.87487681,14
42422038,42434413,111,-74.011674,40.709687,-74.012839,40.70971,148.7229449,195
42422038,42438155,112,-74.011674,40.709687,-74.0111931,40.710369,85.99849912,33
42422038,42422042,113,-74.011674,40.709687,-74.010542,40.709154,113.0245593,42
42422042,42422050,114,-74.010542,40.709154,-74.009371,40.708614,115.5637905,43
42422042,42422038,115,-74.010542,40.709154,-74.011674,40.709687,113.0245593,42
42422042,42428374,116,-74.010542,40.709154,-74.010846,40.708797,47.24724842,18
42422050,42422053,117,-74.009371,40.708614,-74.008269,40.7077219,135.9012921,49
42422050,42454795,118,-74.009371,40.708614,-74.008893,40.709044,62.52639273,23
42422053,42448583,119,-74.008269,40.7077219,-74.0080159,40.7079881,36.4861306,14
42422053,6262915548,120,-74.008269,40.7077219,-74.007459,40.707219,88.25948088,32
42422258,42430589,121,-74.0074126,40.7482137,-74.006932,40.7488769,84.13300742,32
42422270,278608643,122,-74.002383,40.7064526,-73.9939847,40.7093172,794.3245904,197
42422270,42422283,123,-74.002383,40.7064526,-74.001657,40.7094916,494.5836483,144
42422283,278609934,124,-74.001657,40.7094916,-74.0015481,40.7096039,15.53097094,7
42422283,5378284711,125,-74.001657,40.7094916,-74.0008601,40.708794,103.3756925,39
42422283,4158673495,126,-74.001657,40.7094916,-74.0031167,40.7106422,177.5089881,65
42422283,42433229,127,-74.001657,40.7094916,-74.002503,40.708846,101.1915188,25
42422366,42422545,128,-73.983689,40.7854081,-73.9842284,40.7850896,142.2321995,62
42422366,42425188,129,-73.983689,40.7854081,-73.9842673,40.7856443,55.37863288,15
42422366,595295501,130,-73.983689,40.7854081,-73.9827871,40.7850311,86.82592234,23
42422399,42458435,131,-73.9828491,40.7877568,-73.9766243,40.7957927,1048.712691,176
42422509,42457925,132,-73.974153,40.7374587,-73.9730967,40.7389627,189.734376,71
42422530,42427965,133,-73.9582334,40.759667,-73.958809,40.759913,55.70506402,16
42422545,42423331,134,-73.9842284,40.7850896,-73.9837108,40.785842,94.35014975,17
42422592,595295501,135,-73.9826602,40.7849758,-73.9827871,40.7850311,12.33964028,4
42422592,42431019,136,-73.9826602,40.7849758,-73.9811702,40.7843497,143.6181816,38
42422592,42421778,137,-73.9826602,40.7849758,-73.9820114,40.7855935,87.7968905,24
42422592,42428072,138,-73.9826602,40.7849758,-73.9833075,40.784357,87.82181704,24
42422899,42454010,139,-73.9721195,40.7456771,-73.9716668,40.7463089,79.94172661,19
42422899,42449689,140,-73.9721195,40.7456771,-73.973639,40.7463237,146.9009152,35
42423020,3904954792,141,-73.9749131,40.7460938,-73.9748565,40.7460407,7.590987131,2
42423020,42434965,142,-73.9749131,40.7460938,-73.975394,40.745442,83.04320015,32
42423020,6166412783,143,-73.9749131,40.7460938,-73.9748357,40.7460746,6.86585536,3
42423020,6166412784,144,-73.9749131,40.7460938,-73.9748121,40.7461069,8.638967081,3
42423039,42450820,145,-73.9756975,40.7165061,-73.9762762,40.7153926,133.0637601,30
42423051,42454391,146,-73.9747446,40.7188498,-73.9750709,40.7189977,32.43270688,14
42423051,370894980,147,-73.9747446,40.7188498,-73.9745509,40.7212873,271.7912245,64
42423070,595295501,148,-73.9852813,40.7836063,-73.9827871,40.7850311,270.6109585,93
42423070,42422545,149,-73.9852813,40.7836063,-73.9842284,40.7850896,187.2902661,31
42423101,42436806,150,-73.9337066,40.8442431,-73.9332225,40.8449056,84.2074402,23
42423101,42442723,151,-73.9337066,40.8442431,-73.9342023,40.8435645,86.2471168,23
42423101,42446331,152,-73.9337066,40.8442431,-73.935181,40.844846,141.2268948,82
42423116,42442728,153,-73.9323138,40.8461493,-73.9327605,40.845538,77.70015438,21
42423116,595481001,154,-73.9323138,40.8461493,-73.9320492,40.8465063,45.53030976,13
42423189,42434134,155,-73.9329248,40.8033714,-73.9330838,40.8034327,15.03823961,9
42423189,42426135,156,-73.9329248,40.8033714,-73.9323547,40.8039448,82.3398703,26
42423295,42423296,157,-73.977586,40.71325,-73.9777809,40.7124485,91.15767576,22
42423295,42427747,158,-73.977586,40.71325,-73.9807114,40.7122116,327.8462931,119
42423295,42437786,159,-73.977586,40.71325,-73.9794133,40.7138115,166.2270402,61
42423296,370888100,160,-73.9777809,40.7124485,-73.9805509,40.7109349,301.2619501,73
42423307,370892861,161,-73.9816369,40.7107361,-73.9755366,40.7165045,896.3410898,208
42423331,42422399,162,-73.9837108,40.785842,-73.9828491,40.7877568,225.214167,38
42423331,42422366,163,-73.9837108,40.785842,-73.983689,40.7854081,154.4866506,66
42423456,4602414021,164,-74.006113,40.7237914,-74.0061172,40.7237608,3.420409498,2
42423549,42423039,165,-73.9747141,40.7210513,-73.9756975,40.7165061,514.0456032,120
42423549,42451712,166,-73.9747141,40.7210513,-73.9749488,40.7203342,82.6329554,20
42423564,42423565,167,-73.964501,40.7589757,-73.9639971,40.7596362,84.8428261,20
42423564,42432861,168,-73.964501,40.7589757,-73.9652916,40.75931,76.31721439,19
42423564,2711029280,169,-73.964501,40.7589757,-73.9629223,40.7583127,152.1477663,35
42423565,42456041,170,-73.9639971,40.7596362,-73.962432,40.758981,150.7280136,88
42423674,42440025,171,-73.979076,40.766876,-73.9795321,40.7662134,83.09875856,22
42423674,4347550074,172,-73.979076,40.766876,-73.9810182,40.7676993,187.5934136,50
42423674,42430394,173,-73.979076,40.766876,-73.9762208,40.7656707,275.5071856,76
42423752,589298803,174,-73.9619892,40.7620792,-73.9615702,40.7627218,79.69925482,26
42423752,42456049,175,-73.9619892,40.7620792,-73.9605889,40.7614885,135.0960457,50
42423774,42426865,176,-73.9737798,40.738358,-73.9745237,40.7373813,125.40366,22
42423836,42446506,177,-73.9969538,40.7593876,-73.9975727,40.7588487,79.4501797,21
42423836,42430669,178,-73.9969538,40.7593876,-73.9988039,40.7601488,177.4650345,103
42423885,427804196,179,-73.9968472,40.7577413,-73.9978758,40.7581825,99.63250203,58
42423885,42446504,180,-73.9968472,40.7577413,-73.9964055,40.758346,76.8540246,29
42424025,371209940,181,-73.9437553,40.7828662,-73.9420913,40.7842992,213.8515515,75
42424025,4779073677,182,-73.9437553,40.7828662,-73.9440353,40.7830384,31.41520751,9
42424032,42432572,183,-73.9856663,40.7803049,-73.9853738,40.7810789,89.64749843,25
42424032,42431004,184,-73.9856663,40.7803049,-73.9844842,40.7798073,113.9877532,31
42424032,595245843,185,-73.9856663,40.7803049,-73.9870025,40.7807248,123.3240281,38
42424089,371037281,186,-73.9643488,40.760618,-73.9629232,40.7600363,136.5254254,81
42424089,42442961,187,-73.9643488,40.760618,-73.9648028,40.7599916,79.48081579,30
42424109,42424117,188,-73.9304732,40.794774,-73.9318124,40.7944866,128.3683679,45
42424109,42424133,189,-73.9304732,40.794774,-73.9322343,40.793786,184.8562927,31
42424117,42424133,190,-73.9318124,40.7944866,-73.9322343,40.793786,111.801397,42
42424117,42448278,191,-73.9318124,40.7944866,-73.9331575,40.7950544,129.7986923,38
42424133,42427009,192,-73.9322343,40.793786,-73.9367296,40.7904084,538.5316628,98
42424142,4562863353,193,-73.9483958,40.7696458,-73.9494518,40.7700832,101.4466081,59
42424142,42424145,194,-73.9483958,40.7696458,-73.9491484,40.7687012,123.0846116,41
42424145,42438809,195,-73.9491484,40.7687012,-73.9506714,40.7668482,242.9138313,25
42424218,61275605,196,-73.9950384,40.769378,-73.9948535,40.7692528,20.89892075,6
42424218,42446386,197,-73.9950384,40.769378,-73.9959697,40.7680929,163.0355621,29
42424225,42435301,198,-73.973571,40.779478,-73.974067,40.778805,85.71536797,23
42424225,42427915,199,-73.973571,40.779478,-73.9717336,40.7820374,323.9828392,88
42424225,42438859,200,-73.973571,40.779478,-73.9764183,40.7806742,274.4331673,160
42424235,589927993,201,-73.934463,40.817189,-73.934341,40.8168892,35.38457343,22
42424235,589927996,202,-73.934463,40.817189,-73.9348013,40.8166934,62.09822338,17
42424408,42436340,203,-74.0082309,40.7219848,-74.0081187,40.7226441,73.90718749,27
42424408,42436064,204,-74.0082309,40.7219848,-74.0097659,40.7221396,130.5552485,48
42424427,42435265,205,-73.978281,40.773031,-73.977827,40.773656,79.33557415,22
42424427,42435264,206,-73.978281,40.773031,-73.978728,40.772417,77.97507422,23
42424427,247222929,207,-73.978281,40.773031,-73.9772661,40.7726853,93.81432124,55
42424427,4557495130,208,-73.978281,40.773031,-73.9811545,40.7742488,277.5387555,161
42424439,42425232,209,-73.9647071,40.7916741,-73.9641866,40.7923849,90.391887,24
42424439,42431293,210,-73.9647071,40.7916741,-73.9628103,40.7917186,164.9767449,50
42424439,42435328,211,-73.9647071,40.7916741,-73.9652062,40.7909899,86.93065145,24
42424439,42443381,212,-73.9647071,40.7916741,-73.9675494,40.7928702,274.0587307,72
42424531,42425417,213,-73.9352284,40.8295922,-73.93488,40.8283867,138.1353383,46
42424531,589927878,214,-73.9352284,40.8295922,-73.9351997,40.8282853,147.3651199,56
42424551,42424531,215,-73.9356498,40.8305583,-73.9352284,40.8295922,117.0852032,44
42424576,589927879,216,-73.9362839,40.8304897,-73.9372824,40.8291536,170.7589694,46
42424576,5333189428,217,-73.9362839,40.8304897,-73.9361611,40.8305472,12.16786513,4
42424610,42436308,218,-74.008466,40.7206456,-74.0083433,40.7213301,76.80132165,29
42424610,42434871,219,-74.008466,40.7206456,-74.0100069,40.7207656,131.108567,49
42424610,4137021568,220,-74.008466,40.7206456,-74.006894,40.7204753,134.9722542,79
42424619,42436353,221,-74.0079297,40.7237578,-74.007669,40.725192,160.9613397,59
42424619,42440847,222,-74.0079297,40.7237578,-74.0086756,40.7243115,88.01194786,34
42424641,42423295,223,-73.9768601,40.7146116,-73.977586,40.71325,163.2825694,59
42424672,589298584,224,-73.9592537,40.7593048,-73.9582216,40.7595804,129.54916,77
42424672,42427965,225,-73.9592537,40.7593048,-73.958809,40.759913,77.31914003,21
42424672,42448329,226,-73.9592537,40.7593048,-73.959722,40.758663,81.54883165,23
42424679,42424698,227,-73.959539,40.820283,-73.9574473,40.8227216,328.5447888,109
42424679,42425242,228,-73.959539,40.820283,-73.9596517,40.8203291,10.79590706,3
42424698,587934347,229,-73.9574473,40.8227216,-73.9503299,40.8324834,1250.245373,206
42424701,42429541,230,-73.9601312,40.8197265,-73.9593299,40.8193827,77.62098952,45
42424701,42424703,231,-73.9601312,40.8197265,-73.961038,40.818704,137.0036689,37
42424703,764744759,232,-73.961038,40.818704,-73.9612589,40.8185083,28.63987607,8
42424706,3570003194,233,-73.96179,40.818025,-73.9617273,40.8179951,6.244571947,2
42424706,254484327,234,-73.96179,40.818025,-73.9640654,40.8155192,339.4270955,113
42424757,42447209,235,-73.9355687,40.8069238,-73.936016,40.806296,79.33371085,29
42424757,589928033,236,-73.9355687,40.8069238,-73.9370658,40.8075561,144.476199,84
42424789,42444991,237,-73.9948152,40.7576611,-73.9935713,40.7571434,119.6292851,70
42424789,42434434,238,-73.9948152,40.7576611,-73.9943941,40.7583702,87.36540208,21
42424823,60928432,239,-73.948061,40.8379473,-73.945439,40.8417546,480.6055918,81
42424851,42421800,240,-73.9698592,40.7846108,-73.9703286,40.7839788,80.64269265,22
42424851,42435310,241,-73.9698592,40.7846108,-73.9693529,40.785305,88.1973334,24
42424851,42443349,242,-73.9698592,40.7846108,-73.9726737,40.7858043,271.870477,158
42424864,42423456,243,-74.0059302,40.7244132,-74.006113,40.7237914,72.65351877,28
42424932,42437074,244,-73.9848376,40.7176725,-73.9850756,40.7190825,209.5416629,77
42424932,42437071,245,-73.9848376,40.7176725,-73.9842294,40.7188259,138.1044513,50
42424937,42424698,246,-73.9672119,40.8105536,-73.9574473,40.8227216,1588.345259,261
42424937,42425088,247,-73.9672119,40.8105536,-73.9609797,40.8176383,952.677571,311
42425088,42438068,248,-73.9609797,40.8176383,-73.960687,40.81751,28.50342339,8
42425100,42429819,249,-73.977917,40.715649,-73.9780769,40.7156979,14.5361126,6
42425127,42438961,250,-73.952984,40.791722,-73.953438,40.791085,80.50211105,22
42425188,2837768961,251,-73.9842673,40.7856443,-73.9845719,40.7859476,54.73009751,21
42425188,42422366,252,-73.9842673,40.7856443,-73.983689,40.7854081,55.37863288,15
42425188,42425945,253,-73.9842673,40.7856443,-73.984734,40.7856634,47.63556673,14
42425232,42424439,254,-73.9641866,40.7923849,-73.9647071,40.7916741,90.391887,24
42425232,42425570,255,-73.9641866,40.7923849,-73.9628635,40.7941936,229.955214,62
42425232,42443388,256,-73.9641866,40.7923849,-73.9670555,40.7935498,274.597782,164
42425242,42424701,257,-73.9596517,40.8203291,-73.9601312,40.8197265,78.24961848,22
42425348,595314125,258,-73.9759847,40.7955204,-73.9770328,40.7927886,324.9081353,97
42425348,2029349871,259,-73.9759847,40.7955204,-73.9757929,40.7954668,17.23373061,5
42425348,2029349908,260,-73.9759847,40.7955204,-73.9752976,40.7958732,70.04621768,19
42425417,42426971,261,-73.93488,40.8283867,-73.934348,40.8187778,1070.52806,180
42425425,589927965,262,-73.9344467,40.8156499,-73.9348503,40.814027,186.4055175,110
42425425,42425484,263,-73.9344467,40.8156499,-73.9343624,40.8150259,69.73786096,23
42425484,42437932,264,-73.9343624,40.8150259,-73.9345711,40.8128835,238.8385659,41
42425570,42435331,265,-73.9628635,40.7941936,-73.9623761,40.7948599,84.71183374,23
42425570,42425232,266,-73.9628635,40.7941936,-73.9641866,40.7923849,229.955214,62
42425758,373772209,267,-73.9359788,40.8310339,-73.9361454,40.8307831,31.22131671,9
42425945,2837768961,268,-73.984734,40.7856634,-73.9845719,40.7859476,39.01108963,12
42425945,61271527,269,-73.984734,40.7856634,-73.9854186,40.7836778,231.6273729,79
42425945,42425188,270,-73.984734,40.7856634,-73.9842673,40.7856443,47.63556673,14
42425955,42445780,271,-74.0004476,40.7143777,-74.0007838,40.715297,114.1237693,66
42425955,42427300,272,-74.0004476,40.7143777,-74.0021357,40.7151767,167.7926003,62
42425955,42435434,273,-74.0004476,40.7143777,-73.999538,40.7139472,90.3984222,34
42425959,374451674,274,-73.9318334,40.8692662,-73.9315115,40.8690931,33.27026167,20
42426089,4602414021,275,-74.0075182,40.7234376,-74.0061172,40.7237608,175.0254202,71
42426089,42424619,276,-74.0075182,40.7234376,-74.0079297,40.7237578,49.70939955,19
42426135,42426138,277,-73.9323547,40.8039448,-73.9319354,40.8039685,35.48007138,12
42426135,589520065,278,-73.9323547,40.8039448,-73.9308199,40.8026304,228.5620397,98
42426138,5959713761,279,-73.9319354,40.8039685,-73.933448,40.8071069,464.8865608,156
42426374,42446723,280,-73.9523942,40.7982104,-73.9519558,40.7988119,76.40802187,21
42426374,595703226,281,-73.9523942,40.7982104,-73.9497371,40.7970975,255.9230538,68
42426374,3099327964,282,-73.9523942,40.7982104,-73.9525304,40.7982705,13.28555337,4
42426665,4515465264,283,-73.9370767,40.8341389,-73.9401576,40.8303809,499.6480327,189
42426665,42426810,284,-73.9370767,40.8341389,-73.9354595,40.8349981,189.1301151,65
42426665,371337269,285,-73.9370767,40.8341389,-73.9334951,40.8382331,555.8815808,183
42426747,42433834,286,-74.0128371,40.7024415,-74.0122117,40.7027132,60.7680272,23
42426747,42444355,287,-74.0128371,40.7024415,-74.0130041,40.7031174,76.45252968,30
42426747,279151954,288,-74.0128371,40.7024415,-74.0137888,40.7023934,81.40289843,32
42426804,42426805,289,-73.937242,40.791772,-73.9367899,40.7923992,79.46834058,46
42426804,596800103,290,-73.937242,40.791772,-73.9361201,40.7913061,107.8414258,63
42426805,596800103,291,-73.9367899,40.7923992,-73.9361201,40.7913061,196.065547,119
42426805,42456110,292,-73.9367899,40.7923992,-73.9377361,40.7928146,92.17807813,55
42426810,5333189422,293,-73.9354595,40.8349981,-73.9356338,40.8315482,388.7750247,107
42426816,42453999,294,-73.9758289,40.7472922,-73.9754261,40.747879,73.54867008,43
42426816,42449685,295,-73.9758289,40.7472922,-73.9766965,40.7476147,81.68825976,23
42426851,42450814,296,-73.9692725,40.74693,-73.9704356,40.7457704,162.0288718,37
42426865,370898426,297,-73.9745237,40.7373813,-73.9721522,40.7296229,931.2777247,172
42426865,42426875,298,-73.9745237,40.7373813,-73.9748642,40.737022,49.23380909,17
42426875,589100228,299,-73.9748642,40.737022,-73.9751834,40.7358557,133.86719,51
42426875,42455897,300,-73.9748642,40.737022,-73.977603,40.738172,263.9419143,97
42426960,5482291262,301,-73.9343937,40.8056351,-73.9323982,40.8044581,237.510691,57
42426968,42424235,302,-73.9342568,40.8179052,-73.934463,40.817189,84.02155629,26
42426971,42425484,303,-73.934348,40.8187778,-73.9343624,40.8150259,419.561572,72
42426971,42426968,304,-73.934348,40.8187778,-73.9342568,40.8179052,97.41308406,32
42427009,42427012,305,-73.9367296,40.7904084,-73.9373914,40.7896936,97.39064955,33
42427009,42433490,306,-73.9367296,40.7904084,-73.9403307,40.7853351,647.079361,113
42427012,42433513,307,-73.9373914,40.7896936,-73.9378507,40.7887016,117.0567696,70
42427016,42428080,308,-73.9311538,40.847737,-73.9313827,40.8474237,39.82080092,11
42427016,60918586,309,-73.9311538,40.847737,-73.9313751,40.8463765,208.2052189,72
42427016,42442734,310,-73.9311538,40.847737,-73.9308625,40.8481397,51.0649326,14
42427030,42450634,311,-73.9521298,40.7652791,-73.953183,40.7639358,174.0872442,57
42427030,42428005,312,-73.9521298,40.7652791,-73.9542449,40.7661805,204.5652775,58
42427036,42427030,313,-73.9510319,40.7665113,-73.9521298,40.7652791,165.3489325,45
42427086,42427112,314,-73.9441039,40.8353715,-73.9445746,40.8363811,132.4762683,41
42427086,42428962,315,-73.9441039,40.8353715,-73.9445661,40.834739,80.39515208,18
42427086,561035374,316,-73.9441039,40.8353715,-73.9439155,40.8352891,18.33647463,5
42427112,42427086,317,-73.9445746,40.8363811,-73.9441039,40.8353715,132.4762683,41
42427112,42427115,318,-73.9445746,40.8363811,-73.9442977,40.8370771,80.82450384,22
42427112,42428964,319,-73.9445746,40.8363811,-73.9436514,40.8359959,88.838736,52
42427115,42427112,320,-73.9442977,40.8370771,-73.9445746,40.8363811,80.82450384,22
42427115,42427122,321,-73.9442977,40.8370771,-73.9440172,40.8377866,82.3492191,22
42427115,42441695,322,-73.9442977,40.8370771,-73.94664,40.838058,225.5900937,131
